,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Deion Holmes,38,12,22,.545,7,10,.700,5,12,.417,6,6,1.000,1,1,2,5,1,0,5,1,35
1,Malik Moore,30,6,10,.600,3,6,.500,3,4,.750,7,8,.875,1,3,4,4,0,0,2,3,22
2,Dalvin White,30,3,5,.600,2,3,.667,1,2,.500,1,2,.500,0,2,2,7,0,1,0,2,8
3,Nevin Zink,24,3,4,.750,3,4,.750,0,0,,0,0,,1,5,6,0,0,2,1,5,6
4,Josh Aldrich,20,1,3,.333,1,2,.500,0,1,.000,0,2,.000,0,1,1,1,1,1,1,5,2
5,Bryson Mozone,19,3,5,.600,1,1,1.000,2,4,.500,2,3,.667,0,4,4,1,0,0,2,5,10
6,Brandon Martin,17,1,2,.500,1,2,.500,0,0,,1,2,.500,2,0,2,0,0,1,2,1,3
7,Pat Welch,12,0,3,.000,0,0,,0,3,.000,0,0,,1,2,3,0,0,0,0,1,0
8,Everette Hammond,10,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,3,0,0,0,1,2
9,Jordan Furlough,0,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
