,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tyrese Haliburton,36,5,7,.714,2,2,1.000,3,5,.600,2,2,1.000,0,2,2,17,2,0,1,2,15
1,Talen Horton-Tucker,29,7,9,.778,5,6,.833,2,3,.667,1,2,.500,1,4,5,4,0,1,2,1,17
2,Marial Shayok,27,11,15,.733,10,11,.909,1,4,.250,3,4,.750,1,4,5,2,1,0,2,2,26
3,Nick Weiler-Babb,27,2,6,.333,1,2,.500,1,4,.250,0,0,,0,4,4,2,2,0,3,2,5
4,Michael Jacobson,25,1,2,.500,1,1,1.000,0,1,.000,0,1,.000,0,2,2,1,0,1,3,1,2
5,Terrence Lewis,20,5,6,.833,2,2,1.000,3,4,.750,2,3,.667,0,4,4,0,0,1,2,1,15
6,Zoran Talley Jr.,12,0,0,,0,0,,0,0,,0,0,,0,3,3,1,0,1,0,1,0
7,Cameron Lard,7,4,4,1.000,4,4,1.000,0,0,,0,0,,0,1,1,1,0,0,0,4,8
8,George Conditt IV,7,2,2,1.000,2,2,1.000,0,0,,0,0,,0,2,2,0,0,3,0,0,4
9,Zion Griffin,6,3,5,.600,1,2,.500,2,3,.667,1,1,1.000,0,2,2,0,0,0,0,1,9
10,Eric Steyer,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,Carter Boothe,2,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0
