,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Aidan Saunders,20,4,9,.444,4,9,.444,0,0,,2,3,.667,0,4,4,2,3,0,2,3,10
1,Kaelen Malone,17,5,7,.714,4,6,.667,1,1,1.000,1,2,.500,1,1,2,5,0,0,1,2,12
2,Sam Kearns,12,0,2,.000,0,0,,0,2,.000,0,0,,0,2,2,3,0,0,0,1,0
3,Emmanuel Nzekwesi,11,4,4,1.000,4,4,1.000,0,0,,0,0,,2,1,3,0,0,0,3,1,8
4,Kerwin Smith,11,2,2,1.000,2,2,1.000,0,0,,0,2,.000,1,0,1,0,0,0,1,3,4
5,D.J. Weaver,33,6,12,.500,2,3,.667,4,9,.444,7,8,.875,2,4,6,2,1,2,0,3,23
6,Carlos Jurgens,32,5,13,.385,1,1,1.000,4,12,.333,1,3,.333,1,5,6,2,1,0,2,1,15
7,Francis Lacis,27,4,6,.667,3,4,.750,1,2,.500,2,2,1.000,5,12,17,1,4,1,2,2,11
8,Emir Ahmedic,16,2,2,1.000,2,2,1.000,0,0,,3,4,.750,1,3,4,1,0,0,1,2,7
9,Chris Miller,13,2,3,.667,2,3,.667,0,0,,0,2,.000,3,1,4,1,0,0,3,3,4
10,Kevin Obanor,5,5,5,1.000,5,5,1.000,0,0,,0,1,.000,1,1,2,0,0,0,0,5,10
11,Chaz Schneider,3,1,3,.333,1,2,.500,0,1,.000,3,4,.750,1,0,1,0,0,0,0,0,5
