,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kimar Williams,34,6,9,.667,6,9,.667,0,0,,0,0,,0,3,3,4,5,0,1,2,12
1,Frederick Scott,30,5,9,.556,5,6,.833,0,3,.000,1,1,1.000,0,3,3,2,0,0,2,2,11
2,Jordan Allen,26,3,12,.250,0,3,.000,3,9,.333,3,4,.750,1,2,3,2,1,0,0,1,12
3,Anthony Durham,22,2,5,.400,1,2,.500,1,3,.333,0,0,,0,6,6,5,1,0,4,2,5
4,Tyere Marshall,19,3,7,.429,3,7,.429,0,0,,0,2,.000,3,4,7,0,0,0,2,4,6
5,Stevie Jordan,32,3,7,.429,1,3,.333,2,4,.500,4,7,.571,3,3,6,7,0,0,5,2,12
6,Ajiri Ogemuno-Johnson,13,3,4,.750,3,4,.750,0,0,,1,3,.333,1,0,1,0,2,1,0,1,7
7,Ahmad Gilbert,11,4,6,.667,0,1,.000,4,5,.800,0,0,,0,1,1,0,1,0,0,0,12
8,Devine Eke,11,1,4,.250,1,4,.250,0,0,,0,0,,2,0,2,0,0,0,0,3,2
9,Karamoko Cisse,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
