,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jordan Barnes,34,4,12,.333,2,7,.286,2,5,.400,4,4,1.000,1,5,6,3,0,0,3,2,14
1,Tyreke Key,34,5,8,.625,4,6,.667,1,2,.500,3,4,.750,2,1,3,0,0,0,1,2,14
2,Christian Williams,34,5,12,.417,5,12,.417,0,0,,0,1,.000,2,3,5,4,0,0,1,1,10
3,Clayton Hughes,25,4,5,.800,2,3,.667,2,2,1.000,0,1,.000,0,3,3,0,1,0,4,2,10
4,Emondre Rickman,10,3,6,.500,3,6,.500,0,0,,0,0,,1,0,1,0,0,0,2,1,6
5,Bronson Kessinger,21,4,5,.800,4,5,.800,0,0,,0,3,.000,0,0,0,0,0,0,4,4,8
6,Cooper Neese,19,2,7,.286,2,3,.667,0,4,.000,0,0,,0,4,4,1,0,0,2,2,4
7,Allante Holston,16,1,1,1.000,1,1,1.000,0,0,,1,2,.500,0,1,1,0,0,0,0,2,3
8,Devin Thomas,6,0,0,,0,0,,0,0,,0,0,,0,1,1,0,1,0,2,1,0
9,De'Avion Washington,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
