,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kyron Cartwright,37,2,9,.222,2,9,.222,0,0,,3,5,.600,0,3,3,9,1,0,2,3,7
1,Alpha Diallo,35,4,7,.571,4,7,.571,0,0,,3,6,.500,3,9,12,3,4,0,2,3,11
2,Jalen Lindsey,28,4,9,.444,0,0,,4,9,.444,5,5,1.000,1,2,3,1,2,2,1,4,17
3,Kalif Young,26,4,5,.800,4,5,.800,0,0,,3,5,.600,3,4,7,1,1,1,2,1,11
4,Rodney Bullock,24,2,8,.250,2,4,.500,0,4,.000,0,0,,0,0,0,0,1,1,1,3,4
5,Isaiah Jackson,29,4,10,.400,3,6,.500,1,4,.250,7,8,.875,1,5,6,1,0,0,0,3,16
6,Drew Edwards,7,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0
7,Maliek White,6,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2
8,Nate Watson,5,1,4,.250,1,4,.250,0,0,,3,4,.750,1,0,1,0,0,0,0,2,5
9,Makai Ashton-Langford,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0
