,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jordan Caroline,37,4,10,.400,2,6,.333,2,4,.500,5,6,.833,3,9,12,7,0,1,6,2,15
1,Cody Martin,37,6,13,.462,6,9,.667,0,4,.000,2,2,1.000,1,6,7,6,4,0,1,1,14
2,Tre'Shawn Thurman,33,5,11,.455,3,4,.750,2,7,.286,2,2,1.000,1,3,4,0,4,3,3,2,14
3,Trey Porter,25,3,6,.500,3,5,.600,0,1,.000,2,4,.500,1,7,8,1,1,1,2,3,8
4,Caleb Martin,21,3,8,.375,2,4,.500,1,4,.250,0,0,,2,1,3,1,0,0,1,5,7
5,Jazz Johnson,23,2,6,.333,0,0,,2,6,.333,4,4,1.000,0,2,2,1,3,0,0,3,10
6,Jordan Brown,10,0,3,.000,0,3,.000,0,0,,0,0,,1,2,3,1,1,0,2,0,0
7,Nisre Zouzoua,7,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0
8,Corey Henson,5,1,2,.500,1,1,1.000,0,1,.000,2,2,1.000,0,0,0,0,2,0,0,0,4
9,David Cunningham,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Zach Wurm,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
