,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jahaad Proctor,41,9,15,.600,5,9,.556,4,6,.667,4,4,1.000,0,3,3,4,0,0,4,1,26
1,Ricky Madison,35,1,4,.250,1,3,.333,0,1,.000,0,1,.000,2,7,9,1,0,0,1,4,2
2,Jordan Whitehead,33,5,7,.714,5,7,.714,0,0,,0,1,.000,0,4,4,1,1,1,1,5,10
3,Brandonn Kamga,32,5,12,.417,2,6,.333,3,6,.500,1,2,.500,0,4,4,4,0,0,2,4,14
4,Curtis Holland III,28,2,11,.182,1,5,.200,1,6,.167,0,0,,1,4,5,1,1,0,2,3,5
5,Tim Cameron,16,3,3,1.000,2,2,1.000,1,1,1.000,0,0,,3,3,6,1,0,0,1,1,7
6,Caden Sanchez,11,0,1,.000,0,0,,0,1,.000,0,2,.000,0,2,2,1,0,1,0,1,0
7,Jamal Wright,9,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0
8,Sam Berlin,8,1,1,1.000,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,0,0,2
9,Rob Peterson III,8,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
10,Denny Slay,4,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0
