,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Sedrick Barefield,36,5,14,.357,3,7,.429,2,7,.286,6,6,1.000,1,1,2,8,1,0,5,1,18
1,Timmy Allen,35,2,4,.500,2,4,.500,0,0,,2,2,1.000,1,5,6,6,2,0,1,1,6
2,Donnie Tillman,24,6,8,.750,4,5,.800,2,3,.667,1,1,1.000,0,5,5,1,0,0,1,4,15
3,Parker Van Dyke,21,4,6,.667,1,1,1.000,3,5,.600,0,0,,0,2,2,0,1,0,2,2,11
4,Novak Topalovic,20,3,3,1.000,3,3,1.000,0,0,,3,6,.500,2,8,10,2,0,0,1,1,9
5,Both Gach,18,2,4,.500,2,3,.667,0,1,.000,0,0,,0,0,0,1,1,1,1,0,4
6,Jayce Johnson,18,2,5,.400,2,5,.400,0,0,,0,2,.000,5,3,8,0,0,2,2,2,4
7,Riley Battin,15,1,3,.333,1,1,1.000,0,2,.000,1,2,.500,0,2,2,0,1,0,0,0,3
8,Vante Hendrix,9,2,5,.400,1,1,1.000,1,4,.250,0,0,,0,3,3,0,1,0,1,2,5
9,Charles Jones Jr.,4,0,3,.000,0,1,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,1,0
