,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Trent Forrest,31,5,10,.500,5,10,.500,0,0,,3,3,1.000,1,5,6,3,2,1,3,1,13
1,Terance Mann,29,3,9,.333,2,8,.250,1,1,1.000,4,6,.667,3,1,4,3,0,0,0,3,11
2,M.J. Walker,27,4,6,.667,3,4,.750,1,2,.500,6,6,1.000,1,1,2,1,0,0,3,3,15
3,Phil Cofer,27,3,7,.429,3,5,.600,0,2,.000,2,2,1.000,1,4,5,0,0,0,3,1,8
4,Christ Koumadje,21,3,4,.750,3,3,1.000,0,1,.000,0,0,,1,4,5,0,0,3,2,1,6
5,Mfiondu Kabengele,19,4,9,.444,3,7,.429,1,2,.500,7,8,.875,1,4,5,0,1,4,2,2,16
6,David Nichols,17,3,5,.600,3,3,1.000,0,2,.000,0,3,.000,0,3,3,0,1,0,1,3,6
7,Devin Vassell,12,1,3,.333,1,1,1.000,0,2,.000,0,0,,1,0,1,0,0,1,1,1,2
8,Raiquan Gray,12,0,0,,0,0,,0,0,,1,2,.500,1,3,4,2,0,0,1,3,1
9,PJ Savoy,5,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
