,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Cole Gentry,37,8,11,.727,4,5,.800,4,6,.667,2,2,1.000,1,3,4,4,3,0,2,1,22
1,Mark Hughes,31,6,10,.600,5,6,.833,1,4,.250,4,4,1.000,2,2,4,4,1,0,1,4,17
2,Parker Ernsthausen,29,0,3,.000,0,2,.000,0,1,.000,2,5,.400,2,2,4,1,1,0,0,2,2
3,Alan Vest,27,2,5,.400,2,4,.500,0,1,.000,0,0,,1,6,7,2,0,0,2,2,4
4,Loudon Love,25,7,18,.389,7,18,.389,0,0,,5,6,.833,8,3,11,1,4,1,2,3,19
5,Billy Wampler,21,7,15,.467,3,7,.429,4,8,.500,1,1,1.000,1,4,5,2,1,0,0,1,19
6,Skyelar Potter,21,2,6,.333,0,3,.000,2,3,.667,0,0,,0,0,0,0,1,1,2,1,6
7,Malachi Smith,4,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0
8,Adam Giles,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,James Manns,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Andy Neff,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
