,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Cortez Seales,36,7,14,.500,7,14,.500,0,0,,1,4,.250,0,8,8,4,0,0,3,1,15
1,Filip Rebraca,33,5,12,.417,3,7,.429,2,5,.400,0,0,,2,5,7,1,0,0,1,3,12
2,Billy Brown,33,0,5,.000,0,1,.000,0,4,.000,0,0,,0,2,2,3,1,0,2,2,0
3,Marlon Stewart,29,3,10,.300,0,3,.000,3,7,.429,1,2,.500,0,4,4,3,0,0,3,2,10
4,Kienan Walter,11,2,2,1.000,1,1,1.000,1,1,1.000,3,5,.600,2,1,3,0,0,0,3,5,8
5,Aanen Moody,30,2,10,.200,0,4,.000,2,6,.333,0,0,,0,1,1,1,1,0,1,2,6
6,Ethan Igbanugo,10,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0
7,Marko Coudreau,5,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
8,Davids Atelbauers,3,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
9,Elijah Hazekamp,3,0,1,.000,0,1,.000,0,0,,1,2,.500,0,0,0,0,1,0,0,0,1
10,Bentiu Panoam,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
11,Jal Bijiek,3,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0
12,Carter Brooks,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
