,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jalen Jordan,33,7,14,.500,3,4,.750,4,10,.400,4,6,.667,2,6,8,1,0,0,0,3,22
1,Yaradyah Evans,31,1,1,1.000,1,1,1.000,0,0,,0,1,.000,0,3,3,2,1,0,0,3,2
2,Glenn Sanabria,24,4,10,.400,0,3,.000,4,7,.571,0,0,,1,1,2,3,0,0,0,5,12
3,Rosel Hurley,15,0,3,.000,0,2,.000,0,1,.000,4,6,.667,1,3,4,0,0,1,4,2,4
4,Cori Johnson,6,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,2,0
5,Deniz Celen,29,2,7,.286,2,4,.500,0,3,.000,1,2,.500,0,7,7,1,0,0,2,3,5
6,Chauncey Hawkins,28,6,12,.500,4,7,.571,2,5,.400,3,4,.750,2,1,3,2,0,2,4,2,17
7,Keon Williams,22,2,4,.500,0,0,,2,4,.500,1,2,.500,1,1,2,1,0,0,1,3,7
8,Stevan Krtinic,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,Christian Rohlehr,5,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0
10,Jordan Williams,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,1,0
