,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Elijah Cuffee,34,6,11,.545,1,4,.250,5,7,.714,2,2,1.000,0,3,3,5,2,1,2,1,19
1,Lovell Cabbil Jr.,28,2,6,.333,1,4,.250,1,2,.500,0,0,,0,3,3,1,0,0,1,3,5
2,Scottie James,25,2,2,1.000,2,2,1.000,0,0,,4,6,.667,5,12,17,3,1,0,3,3,8
3,Georgie Pacheco-Ortiz,25,2,3,.667,0,0,,2,3,.667,0,0,,0,0,0,3,1,0,2,0,6
4,Keenan Gumbs,22,3,8,.375,3,6,.500,0,2,.000,2,2,1.000,0,1,1,1,1,0,1,2,8
5,Caleb Homesley,26,7,10,.700,4,6,.667,3,4,.750,2,2,1.000,0,3,3,3,1,0,2,1,19
6,Darius McGhee,20,2,7,.286,0,1,.000,2,6,.333,0,0,,1,4,5,0,0,0,1,1,6
7,Myo Baxter-Bell,13,2,3,.667,2,3,.667,0,0,,0,0,,1,0,1,1,0,0,3,4,4
8,Keegan McDowell,5,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0
9,Brendan Newton,1,1,1,1.000,1,1,1.000,0,0,,1,2,.500,2,0,2,0,0,0,0,1,3
10,Zach Farquhar,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
