,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jared Stutzman,37,5,12,.417,1,4,.250,4,8,.500,2,2,1.000,0,5,5,2,0,0,0,2,16
1,Brandon Boyd,36,4,16,.250,2,11,.182,2,5,.400,4,5,.800,1,2,3,3,0,0,0,3,14
2,Chier Maker,31,5,10,.500,1,2,.500,4,8,.500,2,3,.667,1,5,6,0,0,0,2,3,16
3,Balint Mocsan,27,3,5,.600,2,3,.667,1,2,.500,5,5,1.000,0,2,2,4,1,1,3,3,12
4,Kelvin Jones,10,2,5,.400,2,5,.400,0,0,,0,0,,1,1,2,0,0,1,1,5,4
5,Alonzo Walker,15,0,3,.000,0,3,.000,0,0,,0,0,,1,3,4,1,0,1,4,3,0
6,Chidi Udengwu,13,1,2,.500,1,2,.500,0,0,,3,4,.750,1,3,4,1,1,0,1,1,5
7,Austin Smellie,13,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0
8,Blake Truman,11,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,1,5
9,Sam Dowd,4,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,1,0,0,1,0,0
10,Gary Chivichyan,3,0,2,.000,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
