,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Cassius Winston,31,9,22,.409,6,12,.500,3,10,.300,2,2,1.000,0,5,5,3,4,0,0,0,23
1,Matt McQuaid,30,0,6,.000,0,5,.000,0,1,.000,0,0,,0,2,2,2,0,0,1,2,0
2,Kenny Goins,29,1,7,.143,1,5,.200,0,2,.000,4,4,1.000,6,9,15,3,1,1,0,3,6
3,Joshua Langford,28,7,15,.467,5,7,.714,2,8,.250,0,0,,1,1,2,1,0,0,1,3,16
4,Nick Ward,5,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,0,3,3,1,0,1,0,0,4
5,Xavier Tillman,18,4,5,.800,4,4,1.000,0,1,.000,3,5,.600,6,7,13,2,2,1,2,4,11
6,Aaron Henry,16,2,3,.667,1,1,1.000,1,2,.500,3,4,.750,1,1,2,0,0,1,2,3,8
7,Kyle Ahrens,15,1,4,.250,1,2,.500,0,2,.000,4,4,1.000,1,0,1,0,0,1,0,0,6
8,Foster Loyer,11,2,4,.500,2,2,1.000,0,2,.000,0,0,,0,0,0,1,0,0,1,1,4
9,Marcus Bingham Jr.,7,0,2,.000,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,2,0,1,0
10,Thomas Kithier,6,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0
11,Conner George,1,1,1,1.000,1,1,1.000,0,0,,0,1,.000,0,1,1,0,0,0,0,0,2
12,Braden Burke,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
13,Gabe Brown,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
14,Jack Hoiberg,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
