,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tony Carr,39,8,18,.444,4,10,.400,4,8,.500,1,1,1.000,0,5,5,6,1,2,2,1,21
1,Lamar Stevens,38,9,19,.474,8,16,.500,1,3,.333,0,4,.000,0,8,8,3,0,2,2,1,19
2,Josh Reaves,35,2,3,.667,1,1,1.000,1,2,.500,3,4,.750,1,6,7,1,3,0,2,5,8
3,Shep Garner,33,1,6,.167,0,1,.000,1,5,.200,0,0,,0,1,1,0,1,0,1,4,3
4,Julian Moore,11,2,4,.500,2,4,.500,0,0,,2,2,1.000,2,1,3,0,0,0,1,3,6
5,Nazeer Bostick,21,1,4,.250,1,4,.250,0,0,,0,0,,0,0,0,0,1,1,2,3,2
6,John Harrar,8,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,1,2
7,Satchel Pierce,5,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,1,0,1,2
8,Mike Watkins,5,0,2,.000,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,Jamari Wheeler,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Deividas Zemgulis,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
