,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Hunter Vick,27,3,7,.429,2,5,.400,1,2,.500,0,2,.000,0,1,1,2,2,1,0,1,7
1,Corey Tillery,24,1,5,.200,1,3,.333,0,2,.000,0,0,,0,3,3,1,0,0,0,0,2
2,Courtney Alexander II,21,2,6,.333,2,6,.333,0,0,,2,2,1.000,2,3,5,2,2,0,4,1,6
3,Garrett Golday,19,4,6,.667,3,3,1.000,1,3,.333,1,1,1.000,1,1,2,1,0,0,1,2,10
4,Johnnie Vassar,19,1,7,.143,1,4,.250,0,3,.000,1,2,.500,1,5,6,0,0,0,2,4,3
5,Jr. Clay,33,6,14,.429,4,12,.333,2,2,1.000,1,2,.500,3,4,7,2,3,0,3,0,15
6,Jared Sherfield,23,2,8,.250,2,4,.500,0,4,.000,1,2,.500,0,2,2,1,2,0,1,4,5
7,Micaiah Henry,19,4,4,1.000,4,4,1.000,0,0,,1,3,.333,0,0,0,0,1,4,1,1,9
8,Tyler Thompson,8,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,0,0,0,0,1,3
9,Cade Crosland,7,0,1,.000,0,1,.000,0,0,,0,0,,2,0,2,0,1,0,1,1,0
