,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Obi Okolie,37,7,15,.467,5,8,.625,2,7,.286,0,0,,0,5,5,2,1,0,0,3,16
1,Tamenang Choh,36,5,8,.625,5,8,.625,0,0,,12,14,.857,1,3,4,0,1,1,4,1,22
2,Desmond Cambridge,29,2,10,.200,2,5,.400,0,5,.000,8,9,.889,0,2,2,0,0,1,1,0,12
3,Zach Hunsaker,18,1,3,.333,0,1,.000,1,2,.500,0,0,,0,2,2,0,0,0,0,0,3
4,Matt DeWolf,16,1,3,.333,1,3,.333,0,0,,1,2,.500,2,4,6,1,1,0,1,3,3
5,George Mawanda-Kalema,21,1,4,.250,1,4,.250,0,0,,0,0,,0,6,6,1,0,0,1,1,2
6,David Mitchell,17,0,0,,0,0,,0,0,,0,0,,2,2,4,1,2,1,3,4,0
7,Chris Sullivan,15,0,1,.000,0,1,.000,0,0,,1,2,.500,0,1,1,0,1,0,0,0,1
8,Brandon Anderson,11,3,6,.500,3,6,.500,0,0,,0,0,,0,2,2,1,1,0,1,2,6
