,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Rocky Kreuser,24,9,11,.818,4,5,.800,5,6,.833,0,0,,1,4,5,0,0,0,1,1,23
1,Sam Griesel,23,1,4,.250,1,3,.333,0,1,.000,1,2,.500,1,3,4,0,0,0,1,0,3
2,Vinnie Shahid,23,1,5,.200,1,2,.500,0,3,.000,0,0,,0,3,3,2,0,0,2,2,2
3,Tyson Ward,21,3,9,.333,3,7,.429,0,2,.000,0,0,,1,3,4,2,0,0,1,2,6
4,Jared Samuelson,14,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,1,1,0,0,2,0
5,Tyree Eady,21,3,10,.300,1,4,.250,2,6,.333,1,1,1.000,0,3,3,1,1,0,0,1,9
6,Cameron Hunter,20,1,6,.167,0,3,.000,1,3,.333,2,2,1.000,0,3,3,0,0,0,1,1,5
7,Deng Geu,16,1,5,.200,0,3,.000,1,2,.500,0,2,.000,1,3,4,0,0,3,4,3,3
8,Jordan Horn,14,1,3,.333,0,1,.000,1,2,.500,0,0,,0,1,1,0,0,0,1,0,3
9,Chris Quayle,11,0,0,,0,0,,0,0,,0,0,,1,0,1,2,0,0,0,2,0
10,Jarius Cook,8,0,2,.000,0,1,.000,0,1,.000,2,2,1.000,0,1,1,0,1,0,0,0,2
