,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Trey Moses,30,4,9,.444,4,9,.444,0,0,,3,4,.750,2,4,6,0,2,4,3,4,11
1,Kyle Mallers,30,3,4,.750,1,1,1.000,2,3,.667,2,2,1.000,1,5,6,0,1,1,3,3,10
2,Tayler Persons,29,5,10,.500,5,9,.556,0,1,.000,0,2,.000,0,1,1,4,1,0,2,0,10
3,Tahjai Teague,24,3,5,.600,3,4,.750,0,1,.000,0,0,,0,4,4,2,0,1,1,3,6
4,K.J. Walton,18,5,13,.385,5,9,.556,0,4,.000,3,4,.750,1,2,3,2,1,0,5,2,13
5,Ishmael El-Amin,21,1,3,.333,0,1,.000,1,2,.500,2,2,1.000,0,2,2,1,0,1,0,2,5
6,Brachen Hazen,17,1,2,.500,1,2,.500,0,0,,4,6,.667,0,3,3,0,0,1,0,1,6
7,Josh Thompson,11,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,2,0
8,Zach Gunn,10,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
9,Austin Nehls,9,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0
10,Blake Huggins,1,0,1,.000,0,1,.000,0,0,,0,2,.000,0,0,0,0,0,0,0,0,0
