,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Evan Anderson,37,10,19,.526,4,6,.667,6,13,.462,5,5,1.000,2,3,5,1,1,0,2,3,31
1,Brian Cameron,36,3,12,.250,2,5,.400,1,7,.143,2,2,1.000,2,7,9,3,1,0,5,3,9
2,Tyrone Craven,32,1,2,.500,1,1,1.000,0,1,.000,2,2,1.000,0,3,3,2,0,0,4,2,4
3,Brandon Lewis,29,2,7,.286,2,5,.400,0,2,.000,2,2,1.000,1,5,6,0,1,1,2,1,6
4,Derick Charles,13,1,6,.167,1,5,.200,0,1,.000,0,0,,0,2,2,1,0,0,3,5,2
5,Tolu Babalola,18,0,1,.000,0,1,.000,0,0,,1,1,1.000,0,0,0,1,0,0,1,2,1
6,Terrence Braxton,11,2,4,.500,1,1,1.000,1,3,.333,0,0,,1,1,2,2,0,0,0,1,5
7,Moe Goin,9,0,1,.000,0,1,.000,0,0,,0,0,,1,2,3,1,0,1,1,3,0
8,Tavian Strobridge,5,2,5,.400,1,2,.500,1,3,.333,2,2,1.000,0,0,0,0,0,0,0,0,7
9,Christian Chaney,3,0,1,.000,0,1,.000,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1
10,Dasir King,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
11,Tyrek Lowther,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,Austin Harris,2,0,0,,0,0,,0,0,,0,2,.000,0,0,0,0,0,0,0,0,0
