,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jordon Varnado,31,6,13,.462,5,11,.455,1,2,.500,2,2,1.000,1,2,3,2,1,0,1,3,15
1,Alex Hicks,30,8,12,.667,8,11,.727,0,1,.000,2,4,.500,4,6,10,0,1,1,2,2,18
2,B.J. Miller,30,4,5,.800,3,4,.750,1,1,1.000,5,6,.833,2,1,3,5,3,0,0,1,14
3,Darian Adams,30,1,7,.143,1,3,.333,0,4,.000,0,1,.000,0,4,4,2,1,0,0,1,2
4,Javan Johnson,19,0,5,.000,0,3,.000,0,2,.000,0,0,,0,2,2,1,0,0,1,3,0
5,Charles Norman,21,4,6,.667,0,1,.000,4,5,.800,2,2,1.000,0,4,4,1,1,0,0,0,14
6,Malik Burnett,15,1,4,.250,1,1,1.000,0,3,.000,2,2,1.000,0,2,2,2,0,1,3,1,4
7,KJ Simon,10,1,3,.333,1,3,.333,0,0,,0,0,,1,0,1,0,1,0,0,0,2
8,Zay Williams,10,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,0,0,1,1,2,2
9,Devante Foster,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
