,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,D'Marcus Simonds,37,4,12,.333,4,9,.444,0,3,.000,2,9,.222,2,6,8,2,0,2,2,1,10
1,Kane Williams,36,2,8,.250,1,6,.167,1,2,.500,7,7,1.000,0,3,3,5,2,0,2,2,12
2,Jeff Thomas,34,2,7,.286,1,5,.200,1,2,.500,6,7,.857,0,4,4,0,1,0,2,3,11
3,Malik Benlevi,33,4,7,.571,0,0,,4,7,.571,4,4,1.000,2,9,11,0,1,1,1,4,16
4,Damon Wilson,26,5,6,.833,5,5,1.000,0,1,.000,3,3,1.000,0,3,3,1,0,1,2,4,13
5,Devin Mitchell,21,3,9,.333,1,3,.333,2,6,.333,0,0,,0,1,1,0,0,0,0,3,8
6,Jordan Tyson,6,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,0,0,1,0,1,2
7,Nelson Phillips,3,0,1,.000,0,0,,0,1,.000,1,2,.500,0,1,1,0,0,0,0,0,1
8,Josh Linder,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
9,Kavonte Ivery,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
10,James Wall,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,Matt Chism,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
