,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kenny Carpenter,39,8,13,.615,7,8,.875,1,5,.200,1,1,1.000,0,6,6,2,0,0,1,1,18
1,Bobby Word,37,2,8,.250,0,2,.000,2,6,.333,0,0,,0,6,6,0,0,1,1,2,6
2,Tyree Appleby,33,5,11,.455,2,5,.400,3,6,.500,2,2,1.000,0,2,2,5,2,0,4,2,15
3,Stefan Kenic,31,2,5,.400,0,1,.000,2,4,.500,2,2,1.000,0,2,2,0,0,0,5,2,8
4,Anthony Wright,17,1,5,.200,1,3,.333,0,2,.000,0,0,,1,4,5,0,0,0,1,0,2
5,Jamarcus Hairston,23,2,6,.333,2,6,.333,0,0,,0,0,,1,3,4,1,0,0,0,1,4
6,Kasheem Thomas,9,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,2,0,0,0,0,2
7,Terrell Hales,8,0,0,,0,0,,0,0,,2,2,1.000,0,0,0,1,0,0,0,4,2
8,Evan Clayborne,2,0,2,.000,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0
9,Shawn Christian Jr.,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
