,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Max Strus,37,8,15,.533,3,3,1.000,5,12,.417,4,6,.667,1,5,6,0,0,0,2,3,25
1,Jalen Coleman-Lands,36,2,6,.333,0,2,.000,2,4,.500,2,2,1.000,0,1,1,2,1,0,3,1,8
2,Eli Cain,31,2,11,.182,1,5,.200,1,6,.167,3,4,.750,0,3,3,8,3,0,1,3,8
3,Jaylen Butz,25,5,9,.556,5,9,.556,0,0,,2,2,1.000,4,3,7,0,1,1,0,1,12
4,Devin Gage,15,1,2,.500,1,2,.500,0,0,,2,2,1.000,0,0,0,0,0,0,4,4,4
5,Femi Olujobi,22,2,4,.500,2,4,.500,0,0,,5,6,.833,3,1,4,1,0,0,2,3,9
6,Paul Reed,20,4,7,.571,4,6,.667,0,1,.000,3,6,.500,4,4,8,2,1,2,0,1,11
7,Flynn Cameron,7,1,2,.500,1,2,.500,0,0,,0,0,,3,1,4,0,0,0,0,0,2
8,George Maslennikov,2,0,1,.000,0,0,,0,1,.000,1,2,.500,0,2,2,0,0,0,0,1,1
9,Lyrik Shreiner,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
10,Jason Malonga,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,Mick Sullivan,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,Pantelis Xidias,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
