,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tookie Brown,27,4,10,.400,3,6,.500,1,4,.250,1,2,.500,1,3,4,8,2,0,1,1,10
1,Ike Smith,26,7,14,.500,5,6,.833,2,8,.250,2,4,.500,3,7,10,0,3,0,2,0,18
2,Simeon Carter,23,7,9,.778,7,8,.875,0,1,.000,2,2,1.000,1,4,5,0,0,2,0,1,16
3,Isaiah Crawley,21,3,7,.429,3,4,.750,0,3,.000,7,10,.700,5,1,6,1,1,0,2,4,13
4,Quan Jackson,20,4,11,.364,3,6,.500,1,5,.200,2,3,.667,0,1,1,2,4,1,0,0,11
5,Elijah McCadden,30,4,9,.444,4,8,.500,0,1,.000,2,5,.400,3,1,4,5,2,1,4,3,10
6,David-Lee Jones Jr.,26,3,8,.375,2,4,.500,1,4,.250,2,4,.500,0,2,2,2,3,0,1,1,9
7,Trey Dawkins,11,3,5,.600,0,0,,3,5,.600,3,4,.750,1,1,2,0,0,5,0,1,12
8,Tyshaun Crawford,11,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
9,Eito Yuminami,5,0,0,,0,0,,0,0,,2,2,1.000,0,2,2,0,0,0,0,1,2
