,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Payton Pritchard,3,SO,G,6-2,200,"West Linn, OR",West Linn High School, 14.2 Pts,3.8 Reb,4.7 Ast
1,Elijah Brown,5,JR,G,6-4,190,"Orange County, CA",Mater Dei, 13.7 Pts,3.4 Reb,2.5 Ast
2,MiKyle McIntosh,22,SR,F,6-7,234,Canada,Pickering, 11.6 Pts,6.2 Reb,1.5 Ast
3,Troy Brown,0,FR,F,6-7,215,"Las Vegas, NV",, 11.5 Pts,6.2 Reb,3.0 Ast
4,Paul White,13,JR,F,6-8,228,"Chicago, IL",Whitney Young HS, 9.1 Pts,3.5 Reb,1.5 Ast
5,Kenny Wooten,1,FR,F,6-9,220,"Manteca, CA",, 6.2 Pts,4.5 Reb,0.2 Ast
6,Victor Bailey Jr.,10,FR,G,6-4,185,"Austin, TX",, 6.1 Pts,1.7 Reb,0.9 Ast
7,Keith Smith,11,SO,F,6-7,205,"Seattle, WA",Rainer Beach High School, 1.9 Pts,1.4 Reb,0.6 Ast
8,Roman Sorkin,41,SR,F,6-10,225,Israel,Hof HaSharon HS, 3.0 Pts,1.0 Reb,0.3 Ast
9,Abu Kigab,24,FR,F,6-6,215,Canada,, 1.6 Pts,1.1 Reb,0.2 Ast
10,M.J. Cage,4,FR,F,6-10,225,"Santa Ana, CA",, 1.7 Pts,2.2 Reb,0.2 Ast
11,Evan Gross,21,SR,G,5-10,165,"Sacramento, CA",Oak Ridge High School, 0.7 Pts,0.0 Reb,1.0 Ast
12,Will Johnson,54,,G,6-1,180,,,,,
