,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Justin James,1,JR,G,6-7,180,"Port Saint Lucie, FL",Oldsmar Christian HS, 18.9 Pts,6.0 Reb,3.1 Ast
1,Hayden Dalton,20,SR,F,6-8,185,"Parker, CO",Chaparral High School, 17.7 Pts,7.8 Reb,2.6 Ast
2,Alan Herndon,5,SR,F,6-9,205,"Colorado Springs, CO",Widefield HS, 11.8 Pts,5.7 Reb,2.0 Ast
3,Louis Adams,24,SR,G,6-4,185,"Chicago, IL",Rezin Or High School, 9.7 Pts,2.6 Reb,1.5 Ast
4,Alexander Aka Gorski,3,SR,G,6-5,210,Sweden,Sunrise Christian Academy, 6.8 Pts,1.9 Reb,1.0 Ast
5,Cody Kelley,10,SO,G,5-11,180,"Gillette, WY",ELEVI8 Sports Institute, 5.2 Pts,2.4 Reb,2.9 Ast
6,Hunter Maldonado,12,FR,G,6-7,185,"Colorado Springs, CO",, 5.3 Pts,2.2 Reb,1.4 Ast
7,Ny Redding,0,JR,G,6-2,180,"Phoenix, AZ",Westwind Prep (AZ), 3.7 Pts,1.0 Reb,1.3 Ast
8,Andrew Moemeka,2,SO,F,6-8,210,"Lake City, FL",Oldsmar Christian HS, 1.8 Pts,2.2 Reb,0.2 Ast
9,Jordan Naughton,33,JR,F,6-10,225,"Rancho Cucamonga, CA",Etiwanda HS, 2.0 Pts,1.2 Reb,0.0 Ast
10,Austin Mueller,14,FR,F,6-6,200,"Highlands Ranch, CO",, 1.1 Pts,0.5 Reb,0.1 Ast
11,Brodricks Jones,15,SO,F,6-10,200,"Los Angeles, CA",Lawndale HS, 0.7 Pts,0.4 Reb,0.2 Ast
12,Sam Averbuck,13,SO,G,6-4,185,"Santa Rosa, CA",Sufield Academy, 0.0 Pts,0.3 Reb,0.2 Ast
13,Jeremy Lieberman,11,,G,6-1,175,,Calabasas HS,,,
14,Anthony Mack,25,,G,6-6,218,,,,,
15,Hunter Thompson,5,,F,6-10,225,,,,,
