,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Isaiah Pineiro,0,JR,F,6-6,210,"Auburn, CA",, 15.5 Pts,6.1 Reb,2.0 Ast
1,Isaiah Wright,22,JR,G,6-2,175,"Boise, ID",Borah HS, 13.3 Pts,5.0 Reb,5.4 Ast
2,Olin Carter III,3,JR,G,6-2,190,"Allen, TX",Allen HS, 12.4 Pts,3.1 Reb,1.7 Ast
3,Tyler Williams,1,,G,6-5,190,"Plano, TX",Hebron HS, 8.8 Pts,3.7 Reb,1.8 Ast
4,Cameron Neubauer,20,SR,F,6-7,220,Germany,Choate Rosemary Hall Prep HS, 6.8 Pts,3.5 Reb,1.5 Ast
5,Juwan Gray,12,SO,F,6-8,190,"Dover, DE",Scotland Performance Institute, 6.0 Pts,3.4 Reb,0.6 Ast
6,Yauhen Massalski,,,F,6-10,227,,, 4.3 Pts,3.5 Reb,0.5 Ast
7,Alex Floresca,15,SO,F,6-8,230,"Webster Groves, MO",Webster HS, 2.5 Pts,1.9 Reb,0.6 Ast
8,Jose Martinez,13,SO,F,6-10,200,Puerto Rico,Cheshire Academy, 2.4 Pts,1.1 Reb,0.1 Ast
9,Hunter Summy,21,SO,G,6-4,180,"Southlake, TX",Carroll HS, 1.4 Pts,0.1 Reb,0.3 Ast
10,Jake Gilliam,32,,C,6-10,255,,, 2.3 Pts,1.7 Reb,0.0 Ast
11,Vinny Ferrari,31,,G,5-11,175,,, 2.0 Pts,0.5 Reb,0.0 Ast
12,Mitch Schafer,4,,G,5-10,170,"Portland, OR",Jesuit HIgh School, 0.7 Pts,0.0 Reb,0.0 Ast
13,Emanuel Hylton,5,,G,6-3,200,,, 0.0 Pts,0.0 Reb,0.0 Ast
14,Andy Nelson,10,,G,6-1,180,"Lafayette, CO",Holy Family, 0.0 Pts,0.0 Reb,0.3 Ast
15,Joey Calcaterra,2,,G,6-3,165,,,,,
16,Andrew Ferguson,14,,C,7-0,230,,,,,
17,Akim-Jamal Joseph,11,,C,6-11,245,,,,,
