,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,J.C. Show,33,JR,G,6-2,204,"Clarks Summit, PA",Abington Heights, 13.8 Pts,3.7 Reb,1.9 Ast
1,Thomas Bruce,32,JR,F,6-9,200,"Washington, DC",Dematha Catholic HS, 11.1 Pts,8.8 Reb,1.3 Ast
2,Willie Rodriguez,42,SR,F,6-6,220,"Orlando, FL",East River, 9.2 Pts,4.9 Reb,1.2 Ast
3,Fard Muhammad,0,SO,G,6-0,180,"Windermere, FL",Montverde Academy, 8.3 Pts,2.5 Reb,1.1 Ast
4,Everson Davis,22,JR,G,6-3,185,"Hightstown, NJ",The Peddie School, 7.5 Pts,3.6 Reb,2.2 Ast
5,Bobby Ahearn,15,SR,F,6-6,225,"Marshfield, MA",Marianapolis Prep, 4.6 Pts,2.8 Reb,0.5 Ast
6,Timmy Rose,4,JR,G,6-1,170,"Scranton, PA",Scranton Prep HS, 4.6 Pts,1.7 Reb,2.8 Ast
7,Tyler Stewart,5,FR,F,6-7,180,"Silver Spring, MD",, 5.7 Pts,2.1 Reb,0.6 Ast
8,Caleb Stewart,20,JR,F,6-9,195,"Glenville, NY",, 3.1 Pts,1.5 Reb,0.4 Ast
9,Albert Odero,40,,G,6-4,190,,, 3.4 Pts,1.3 Reb,0.6 Ast
10,Dusan Perovic,41,SR,F,6-9,230,Montenegro,South Kent, 2.6 Pts,0.7 Reb,0.3 Ast
11,Jordan McRae,14,JR,F,6-6,200,"Dix Hills, NY",Half Hollow Hills East, 1.9 Pts,0.4 Reb,0.0 Ast
12,John Schurman,30,JR,G,6-6,200,"Syracuse, NY",Fayetteville-Manlius HS, 1.3 Pts,1.3 Reb,0.3 Ast
13,Yosef Yacob,10,,G,6-0,175,"Chester, PA",Arcibishop John Carroll HS, 0.0 Pts,0.8 Reb,0.5 Ast
14,Justin McFadden,25,,G,6-5,210,"Philadelphia, PA",Lower Merion HS,,,
