,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tyler Nelson,3,SR,G,6-3,185,"Bradford, MA",Central Catholic HS, 22.2 Pts,4.2 Reb,3.3 Ast
1,Ferron Flavors Jr.,23,SO,G,6-4,180,"Federal Way, WA",, 12.3 Pts,3.6 Reb,1.1 Ast
2,Jesus Cruz,24,FR,G,6-5,210,Puerto Rico,, 9.1 Pts,4.4 Reb,1.4 Ast
3,Jonathan Kasibabu,13,JR,F,6-8,240,Democratic Republic of the Congo,Westtown School, 9.0 Pts,5.6 Reb,1.2 Ast
4,Wassef Methnani,15,FR,F,6-8,208,Tunisia,, 6.4 Pts,3.6 Reb,0.8 Ast
5,Matija Milin,14,JR,F,6-9,220,Serbia,Sports Belgrade, 6.0 Pts,4.2 Reb,1.1 Ast
6,Jerome Segura,1,SR,G,5-11,175,"Houston, TX",Langham Creek HS, 4.2 Pts,1.1 Reb,2.4 Ast
7,Aidas Kavaliauskas,5,,G,6-1,175,,, 5.4 Pts,2.8 Reb,4.6 Ast
8,Omar El-Sheikh,30,,F,6-7,195,,, 3.4 Pts,2.7 Reb,0.5 Ast
9,Kevin Senghore-Peterson,12,FR,F,6-6,220,Sweden,, 3.1 Pts,2.9 Reb,0.5 Ast
10,Taj Benning,2,FR,G,6-3,185,"Fair Lawn, NJ",, 1.6 Pts,1.4 Reb,0.8 Ast
11,Olivier Cadieux,0,,G,6-4,205,Canada,Brebeuf Jesuit Preparatory School, 1.0 Pts,0.5 Reb,0.0 Ast
12,Thomas Nolan,10,JR,G,6-3,180,"Trumbull, CT",Fairfield College Preparatory School, 0.1 Pts,0.0 Reb,0.0 Ast
13,Jared Harper,4,,G,6-1,190,"Beverly Hills, CA",Campbell Hall HS, 0.0 Pts,0.3 Reb,0.3 Ast
14,Alonde Legrand,11,,G,6-6,185,,,,,
15,Aziz Sultan Essa,35,,F,6-9,250,,,,,
