,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tra Holder,0,SR,G,6-1,165,"Los Angeles, CA",Brentwood, 18.5 Pts,4.1 Reb,3.4 Ast
1,Shannon Evans,11,SR,G,6-1,170,"Suffolk, VA",Nansemond River, 16.6 Pts,3.2 Reb,3.5 Ast
2,Kodi Justice,44,SR,G,6-3,160,"Mesa, AZ",Dobson HS, 12.6 Pts,2.7 Reb,1.9 Ast
3,Romello White,23,FR,F,6-8,220,"Suwanee, GA",, 10.7 Pts,7.2 Reb,0.4 Ast
4,Remy Martin,1,FR,G,6-0,170,"Chatsworth, CA",, 9.8 Pts,2.9 Reb,2.9 Ast
5,De'Quon Lake,35,,F,6-10,225,,, 7.3 Pts,5.3 Reb,0.1 Ast
6,Mickey Mitchell,3,,F,6-7,232,"Plano, TX",Plano West HS, 5.7 Pts,5.3 Reb,1.7 Ast
7,Vitaliy Shibel,10,FR,F,6-9,210,Ukraine,, 1.9 Pts,1.8 Reb,0.5 Ast
8,Kimani Lawrence,14,,F,6-7,200,,, 3.2 Pts,1.8 Reb,0.2 Ast
9,Austin Witherill,22,SR,G,6-0,160,"Gilbert, AZ",Highland HS, 0.7 Pts,0.3 Reb,0.0 Ast
10,Grant Fogerty,25,SO,G,5-11,165,"Scottsdale, AZ",Desert Mountain High School, 0.0 Pts,0.0 Reb,0.1 Ast
11,Jordan Salzman,24,FR,G,5-10,175,"Locust Valley, NY",, 0.0 Pts,0.0 Reb,0.0 Ast
12,Carlton Bragg,15,,F,6-9,220,"Cleveland, OH",Villa Angela-St. Joseph HS,,,
13,Zylan Cheatham,31,,F,6-8,210,"Phoenix, AZ",South Mountain HS,,,
14,Rob Edwards,2,,G,6-4,200,"Detroit, MI",Cass Tech,,,
15,Jack Roggin,21,,G,6-0,165,,,,,
16,Imran Takhar,41,,G,6-4,200,,,,,
17,Trev Thompson,34,,G,6-2,175,,,,,
