,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Junior Robinson,0,SR,G,5-7,165,"Mebane, NC",Eastern Alamance HS, 22.0 Pts,2.9 Reb,4.8 Ast
1,Jonah Antonio,3,FR,G,6-5,175,"Perth, WA",, 11.3 Pts,3.8 Reb,0.7 Ast
2,Greg Alexander,23,SR,G,6-4,200,"Hampton, VA",Kecoughtan, 10.4 Pts,2.6 Reb,0.8 Ast
3,Donald Carey,10,FR,G,6-5,185,"Upper Marlboro, MD",, 9.0 Pts,2.7 Reb,3.4 Ast
4,Chris Wray,5,,F,6-8,190,"Shelby, NC",Fishburne Military Academy, 9.6 Pts,8.3 Reb,3.7 Ast
5,Bobby Planutis,1,FR,F,6-8,190,"Hazelwood, PA",, 5.6 Pts,3.9 Reb,0.7 Ast
6,Ryan Gomes,54,SO,C,6-10,235,"Westminster, MD",Friends School-Baltimore, 3.8 Pts,1.8 Reb,0.3 Ast
7,Omar Habwe,13,FR,F,6-6,225,"Lexington, VA",, 2.6 Pts,1.5 Reb,0.3 Ast
8,James West IV,4,FR,G,6-1,165,"Woodbridge, VA",, 1.2 Pts,0.4 Reb,0.3 Ast
9,Ace Stallings,11,FR,F,6-10,230,"Miami, FL",, 0.8 Pts,1.1 Reb,0.3 Ast
10,Ross Young,14,FR,F,6-7,196,"Atlanta, GA",, 1.2 Pts,0.6 Reb,0.0 Ast
11,Brandon Leftwich,15,FR,G,6-2,177,"Brooklyn, NY",, 0.4 Pts,0.2 Reb,0.4 Ast
12,Odri Dedolli,12,,G,6-3,177,,, 0.0 Pts,1.0 Reb,0.0 Ast
13,Damon'te Moore,2,,G,5-8,173,,, 0.0 Pts,0.0 Reb,0.0 Ast
14,Jack Vukelich,30,FR,F,6-9,205,"Mechanicsburg, PA",, 0.0 Pts,0.4 Reb,0.0 Ast
15,Nana Opoku,22,,F,6-8,186,,,,,
