,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Mike Thomas,13,SR,F,6-7,210,"Woodland Hills, CA",El Camino Real HS, 13.0 Pts,6.0 Reb,1.2 Ast
1,Gibson Johnson,21,SR,F,6-8,220,"Centerville, UT",Viewmont High School, 10.4 Pts,4.7 Reb,1.3 Ast
2,Sheriff Drammeh,23,JR,G,6-3,170,Sweden,Igelstavikens Gymnasium (Sweden), 10.7 Pts,3.4 Reb,1.9 Ast
3,Brocke Stepteau,2,JR,G,5-9,160,"Dallas, TX",Dallas Jesuit Prep, 9.5 Pts,2.0 Reb,2.7 Ast
4,Drew Buggs,1,FR,G,6-2,190,"Long Beach, CA",, 8.1 Pts,3.7 Reb,3.6 Ast
5,Jack Purchase,12,JR,F,6-8,198,Australia,Carey Grammer, 7.5 Pts,5.1 Reb,2.1 Ast
6,Leland Green,0,SO,G,6-2,175,"Los Angeles, CA",Redondo Union, 5.6 Pts,1.9 Reb,0.8 Ast
7,Samuta Avea,32,FR,G,6-6,190,"Hauula, HI",, 2.5 Pts,1.7 Reb,0.3 Ast
8,Zigmars Raimo,14,SO,F,6-7,245,Latvia,Riga Secondary School, 2.7 Pts,1.7 Reb,0.5 Ast
9,Brandon Thomas,4,SO,G,6-4,175,"Woodland Hills, CA",, 1.8 Pts,0.8 Reb,0.3 Ast
10,Ido Flaisher,15,SO,C,6-10,225,Israel,Hadesh High School, 1.3 Pts,1.1 Reb,0.0 Ast
11,Zach Buscher,24,JR,G,6-3,165,"Kailua, HI",'Iolani School, 1.1 Pts,0.5 Reb,0.0 Ast
12,Justin Hemsley,42,,F,6-5,180,,,,,
13,Trevor Lacount,35,,F,6-7,185,,,,,
14,Jaaron Stallworth,5,,G,6-1,180,,,,,
