,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Averyl Ugba,24,SR,F,6-7,225,"Silver Spring, MD",Blake High School, 15.4 Pts,8.0 Reb,1.0 Ast
1,Terry Taylor,21,FR,G,6-5,217,"Bowling Green, KY",, 15.3 Pts,8.3 Reb,0.8 Ast
2,Dayton Gumm,4,FR,G,6-2,172,"Bowling Green, KY",, 10.5 Pts,2.8 Reb,1.8 Ast
3,Zach Glotta,25,JR,PG,6-0,185,"O' Fallon, MO",Fort Zumwalt North HS, 8.4 Pts,1.7 Reb,2.4 Ast
4,Chris Porter-Bunton,3,JR,F,6-4,195,"Bowling Green, KY",Warren Central HS, 7.6 Pts,4.4 Reb,1.8 Ast
5,Steve Harris,23,JR,G,6-5,180,"St. Louis, MO",Webster Groves (MO), 6.6 Pts,1.7 Reb,0.9 Ast
6,Tre' Ivory,1,,G,5-11,175,"Louisville, KY",Trinity, 4.0 Pts,2.0 Reb,3.9 Ast
7,Richard Henderson,22,FR,F,6-6,220,"Maryland Heights, MO",, 3.6 Pts,2.3 Reb,0.2 Ast
8,Edward Stephens,11,,G,6-2,175,"Columbia, SC",Lower Richland, 2.6 Pts,0.7 Reb,0.3 Ast
9,Ivan Cucak,15,FR,C,7-0,235,Canada,, 1.0 Pts,0.4 Reb,0.2 Ast
10,Deyshawn Martin,2,JR,G,6-6,200,"Pittsburgh, PA",, 3.5 Pts,2.0 Reb,0.5 Ast
11,Acoydan McCarthy,0,FR,G,6-6,174,Spain,, 0.8 Pts,0.5 Reb,0.2 Ast
12,Ferran Bernacer,10,FR,G,6-5,191,Denmark,, 0.7 Pts,0.6 Reb,0.4 Ast
