,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tyler Seibring,41,JR,F,6-8,225,"Normal, IL",Normal Community HS, 15.4 Pts,6.8 Reb,2.2 Ast
1,Dmitri Thompson,2,SR,G,6-4,195,"Orlando, FL",Orlando Christian Prep, 12.3 Pts,5.3 Reb,2.3 Ast
2,Dainan Swoope,13,JR,G,6-0,185,"Overland Park, KS",Sunrise Christian Academy, 12.0 Pts,3.1 Reb,3.9 Ast
3,Brian Dawkins,00,SR,F,6-8,240,"Jacksonville, FL",Bishop Kenny HS, 12.2 Pts,5.4 Reb,1.2 Ast
4,Steve Santa Ana,22,,G,6-3,185,"Charlotte, NC",Ardrey Kell, 9.7 Pts,4.4 Reb,1.9 Ast
5,Sheldon Eberhardt,20,JR,G,6-5,185,"Apex, NC",Middle Creek HS, 5.0 Pts,2.9 Reb,2.5 Ast
6,Seth Fuller,3,FR,G,5-11,170,"Dublin, OH",Dublin Coffman High School, 2.6 Pts,1.1 Reb,0.8 Ast
7,Karolis Kundrotas,10,JR,C,6-11,240,Lithuania,Barking Abbey, 2.5 Pts,1.9 Reb,0.4 Ast
8,Simon Wright,33,FR,F,6-7,215,"Minneapolis, MN",, 1.7 Pts,1.5 Reb,0.6 Ast
9,Jack Anton,14,SR,F,6-8,230,"Mason, OH",Archbishop Moeller HS, 1.2 Pts,0.8 Reb,0.1 Ast
10,Nathan Priddy,,,G,6-2,185,,, 1.9 Pts,0.1 Reb,0.3 Ast
11,Duje Radja,1,FR,C,6-8,235,Croatia,, 1.3 Pts,0.7 Reb,0.0 Ast
12,Collin Luther,4,SR,C,6-6,210,"Pittsburgh, PA",Hampton HS, 0.4 Pts,1.0 Reb,0.4 Ast
13,Jack George,21,SR,F,6-10,210,"Libertyville, IL",Carmel Catholic HS, 1.0 Pts,0.5 Reb,0.0 Ast
14,Maxwell Chester,11,SO,G,6-1,185,"Atlanta, GA",, 0.0 Pts,0.0 Reb,0.0 Ast
15,Christian Scott,15,,G,6-1,170,,,,,
