,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Andre Fox,22,JR,G,6-4,180,"Greenbelt, MD",Eleanor Roosevelt HS, 15.7 Pts,4.8 Reb,1.4 Ast
1,Jahaad Proctor,13,SO,G,6-3,175,"Harrisburg, PA",, 16.4 Pts,3.6 Reb,3.0 Ast
2,Brandon Kamga,1,SO,G,6-5,217,"Reston, VA",South Lakes HS, 10.9 Pts,3.4 Reb,1.9 Ast
3,Justyn Mutts,5,FR,F,6-7,220,"Millville, NJ",, 6.0 Pts,4.0 Reb,1.4 Ast
4,Jordan Whitehead,34,SR,F,6-5,225,"Morris Plains, NJ",Saint Peter's Prep HS, 5.2 Pts,4.5 Reb,0.7 Ast
5,Denny Slay,11,FR,G,5-11,185,"Woodbridge, VA",, 5.1 Pts,1.8 Reb,1.8 Ast
6,Ricky Madison,25,JR,G,6-7,215,"Norcross, GA",Norcross HS, 5.4 Pts,4.3 Reb,0.3 Ast
7,Austin White,2,SR,G,6-0,180,"South Orange, NJ",Saint Peter's Prep, 3.2 Pts,1.2 Reb,0.6 Ast
8,Jamal Wright,3,SO,G,5-11,175,"Upper Marlboro, MD",Riverdale Baptist School, 3.2 Pts,1.1 Reb,1.4 Ast
9,Luke Vargo,14,SO,F,6-7,205,"Dublin, OH",Dublin Coffman High School, 2.3 Pts,1.5 Reb,0.3 Ast
10,Cliff Thomas Jr.,15,SO,F,6-8,215,"Montgomery, AL",Jefferson Davis High School, 2.8 Pts,1.5 Reb,0.0 Ast
11,Sam Berlin,33,JR,C,6-10,250,"Manassas, VA",, 1.4 Pts,2.0 Reb,0.1 Ast
12,Dexter Gooding,43,JR,G,6-4,180,"Daytona Beach, FL",Spruce Creek HS, 1.1 Pts,0.6 Reb,0.2 Ast
13,Tim Cameron,4,,G,6-4,180,"Norcross, GA",Hargrave Military Academy,,,
14,Caden Sanchez,35,,F,6-8,260,,,,,
