,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Donte Ingram,0,SR,G,6-6,215,"Chicago, IL",Simeon HS, 11.6 Pts,6.5 Reb,1.5 Ast
1,Clayton Custer,13,JR,G,6-0,175,"Overland Park, KS",Blue Valley Northwest, 13.4 Pts,2.3 Reb,4.3 Ast
2,Marques Townes,5,JR,G,6-4,210,"Edison, NJ",St. Joseph's HS, 11.2 Pts,3.9 Reb,2.4 Ast
3,Aundre Jackson,24,SR,F,6-5,230,"Kennedale, TX",Kennedale High School, 10.9 Pts,3.4 Reb,1.0 Ast
4,Cameron Krutwig,25,FR,C,6-9,260,"Algonquin, IL",, 10.5 Pts,6.3 Reb,1.7 Ast
5,Lucas Williamson,1,FR,G,6-4,190,"Chicago, IL",, 4.8 Pts,2.0 Reb,1.0 Ast
6,Ben Richardson,14,SR,G,6-3,185,"Overland Park, KS",Blue Valley Northwest HS, 6.7 Pts,2.8 Reb,3.7 Ast
7,Bruno Skokna,4,SO,G,6-4,175,Croatia,, 3.5 Pts,0.9 Reb,0.6 Ast
8,Cameron Satterwhite,23,SO,G,6-4,175,"Gilbert, AZ",Gilbert Christian High School, 1.9 Pts,1.7 Reb,1.0 Ast
9,Adarius Avery,10,,G,6-5,190,,, 3.0 Pts,1.9 Reb,0.3 Ast
10,Christian Negron,12,FR,F,6-7,215,"Elgin, IL",, 1.1 Pts,0.8 Reb,0.1 Ast
11,Carson Shanks,32,SR,C,7-0,235,"Prior Lake, MN",Prior Lake, 0.9 Pts,0.4 Reb,0.1 Ast
12,Jake Baughman,2,SO,G,6-3,180,"Bloomington, IL",Central Catholic High School, 0.6 Pts,0.0 Reb,0.0 Ast
13,Nick DiNardi,44,SR,F,6-7,225,"Palos Park, IL",Providence cAtholic High School, 0.3 Pts,0.6 Reb,0.0 Ast
14,Dylan Boehm,31,FR,F,6-5,205,"Los Angeles, CA",, 0.0 Pts,0.0 Reb,0.4 Ast
15,Aher Uguak,,,F,6-7,210,Canada,Harry Ainlay Composite High School,,,
