,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jordan Barnes,2,SO,G,5-11,160,"St. Louis, MO",Christian Brothers College HIgh School, 17.4 Pts,3.9 Reb,3.6 Ast
1,Brenton Scott,4,SR,G,6-1,192,"Fort Wayne, IN",Northrop HS, 14.5 Pts,5.7 Reb,2.4 Ast
2,Qiydar Davis,25,SR,G,6-6,200,"Atlanta, GA",Indian Hills CC, 10.7 Pts,4.8 Reb,1.0 Ast
3,Tyreke Key,11,FR,G,6-2,201,"Celina, TN",, 8.3 Pts,4.2 Reb,1.5 Ast
4,Brandon Murphy,34,SR,C,6-7,290,"Montgomery, AL",Carver HS, 7.6 Pts,5.0 Reb,0.8 Ast
5,Emondre Rickman,41,JR,C,6-9,220,"Collinsville, IL",Collinsville HS, 3.8 Pts,3.6 Reb,0.3 Ast
6,Clayton Hughes,13,FR,G,6-6,206,"Jackson, TN",, 3.5 Pts,1.2 Reb,0.9 Ast
7,Bronson Kessinger,5,SO,F,6-8,205,"Corydon, IN",Corydon Central HS, 3.0 Pts,2.2 Reb,0.4 Ast
8,Devin Thomas,35,JR,F,6-8,220,"Richmond, IL",, 3.4 Pts,2.7 Reb,0.5 Ast
9,Demonte Ojinnaka,1,SR,G,6-5,215,"Silver Spring, MD",James Hubert Blake High School, 1.8 Pts,0.9 Reb,0.4 Ast
10,Matt Deady,24,FR,G,6-5,175,"Terre Haute, IN",, 1.2 Pts,1.0 Reb,0.3 Ast
11,Trey Knight III,3,SO,G,6-4,185,"Cedar Park, TX",Cedar Park HS, 0.7 Pts,0.4 Reb,0.1 Ast
12,Daniel Huenermann,20,FR,C,6-11,221,Switzerland,, 0.6 Pts,0.4 Reb,0.0 Ast
13,Ethan Claycomb,10,FR,F,6-7,195,"Vincennes, IN",, 0.0 Pts,0.1 Reb,0.1 Ast
14,Cooper Neese,32,FR,G,6-4,190,"Cloverdale, IN",,,,
