,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Alize Johnson,24,SR,F,6-9,201,"Williamsport, PA",St. John Neumann High School, 15.0 Pts,11.6 Reb,2.8 Ast
1,Jarrid Rhodes,15,SR,F,6-6,174,"Palmetto, FL",Palmetto High School, 10.7 Pts,4.1 Reb,1.4 Ast
2,Jarred Dixon,11,JR,G,6-3,170,"Kansas City, MO",Lee's Summit West HS, 9.1 Pts,2.8 Reb,2.2 Ast
3,J.T. Miller,23,SR,G,6-2,190,"Clinton, NC",, 8.0 Pts,3.4 Reb,1.3 Ast
4,Obediah Church,5,JR,F,6-8,200,"Springfield, IL",Springfield HS, 6.7 Pts,5.6 Reb,1.3 Ast
5,Reggie Scurry,2,JR,F,6-5,213,"Atlanta, GA",, 8.9 Pts,4.2 Reb,0.1 Ast
6,Ryan Kreklow,20,JR,G,6-3,185,"Columbia, MO",Rock Bridge HS, 5.2 Pts,2.0 Reb,1.5 Ast
7,Ronnie Rousseau III,14,SR,G,5-10,153,"Cincinnati, OH",Winton Woods High School, 5.1 Pts,1.3 Reb,1.6 Ast
8,Mustafa Lawrence,1,FR,G,6-0,186,"Newark, NJ",, 4.7 Pts,1.1 Reb,0.9 Ast
9,Tanveer Bhullar,34,SR,C,7-3,335,Canada,Father Henry Carr, 2.8 Pts,2.2 Reb,0.6 Ast
10,Ross Owens,21,SO,G,6-4,195,"Woodlawn, IL",Woodlawn High School, 1.2 Pts,0.5 Reb,0.2 Ast
11,Abdul Fofana,0,SO,F,6-7,207,Burkina Faso,, 0.8 Pts,1.2 Reb,0.1 Ast
12,James Byrd,3,,G,6-1,185,,,,,
13,Jared Ridder,35,,F,6-7,180,,,,,
14,Darian Scott,25,,C,6-11,200,,,,,
15,Greg Williams,13,,G,6-6,180,"Houston, TX",,,,
