,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Nike Sibande,1,FR,G,6-3,178,"Indianapolis, IN",, 14.7 Pts,4.4 Reb,1.3 Ast
1,Darrian Ringo,12,JR,G,6-2,173,"Brownsburg, IN",, 9.8 Pts,3.5 Reb,6.9 Ast
2,Logan McLane,11,SR,F,6-9,215,"Winterville, NC",Greenfield, 8.9 Pts,5.4 Reb,0.7 Ast
3,Dalonte Brown,20,FR,F,6-7,196,"Toledo, OH",, 8.2 Pts,5.5 Reb,0.3 Ast
4,Jalen Adaway,3,FR,G,6-5,205,"Logansport, IN",, 8.6 Pts,5.1 Reb,0.9 Ast
5,Bam Bowman,14,SO,F,6-8,275,"Bowling Green, KY",, 6.4 Pts,3.5 Reb,0.3 Ast
6,Isaiah Coleman-Lands,4,FR,G,6-0,156,"Indianapolis, IN",, 5.4 Pts,1.8 Reb,1.9 Ast
7,Jake Wright,13,JR,G,6-4,195,"Hopkins, MN",Hopkins, 5.3 Pts,1.1 Reb,0.3 Ast
8,Rod Mills,2,SR,F,6-7,200,"Cincinnati, OH",St. Xavier, 4.3 Pts,2.8 Reb,0.5 Ast
9,Precious Ayah,5,FR,F,6-6,207,Nigeria,, 1.1 Pts,1.3 Reb,0.2 Ast
10,Grant Pitman,22,JR,G,6-4,185,"Cincinnati, OH",, 1.7 Pts,0.8 Reb,0.0 Ast
11,Darius Harper,0,,C,6-8,295,"Springfield, OH",Springfield High School, 0.7 Pts,0.7 Reb,0.0 Ast
12,Michael Ritchie,24,FR,F,6-5,187,"Mount Prospect, IL",, 0.6 Pts,0.3 Reb,0.3 Ast
13,Abdoulaye Harouna,30,,G,6-5,178,Niger,South Kent School,,,
14,Milos Jovic,15,,G,6-4,183,Serbia,Get Better Academy,,,
