,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Justin Turner,10,FR,G,6-4,190,"Detroit, MI",Renaissance High School, 15.9 Pts,3.6 Reb,2.6 Ast
1,Demajeo Wiggins,1,JR,F,6-9,230,"Toledo, OH",Springfield High School, 13.7 Pts,10.1 Reb,0.8 Ast
2,Dylan Frye,5,SO,G,6-2,170,"Pembroke Pines, FL",Mater Academy, 11.8 Pts,3.2 Reb,2.4 Ast
3,Rodrick Caldwell,3,SO,G,5-10,175,"Dayton, OH",Stivers School for the Arts, 8.6 Pts,1.8 Reb,2.6 Ast
4,Antwon Lillard,11,,G,6-5,180,"Cleveland, OH",Cleveland Central Catholic High School, 9.4 Pts,4.3 Reb,2.0 Ast
5,Derek Koch,40,FR,F,6-9,260,"West Salem, OH",, 6.7 Pts,5.4 Reb,1.1 Ast
6,Daeqwon Plowden,25,FR,G,6-6,195,"Philadelphia, PA",, 4.8 Pts,2.9 Reb,0.4 Ast
7,Matt Fox,24,SR,G,6-4,185,"Maumee, OH",Anthony Wayne, 4.6 Pts,1.7 Reb,1.0 Ast
8,Nelly Cummings,0,FR,G,6-0,175,"Midland, PA",, 3.6 Pts,1.1 Reb,1.0 Ast
9,Jeffrey Uju,13,JR,F,6-7,220,"Bolingbrook, IL",Oak Hill Academy, 1.0 Pts,2.2 Reb,0.2 Ast
10,Joniya Gadson,52,FR,C,6-10,260,"Miami Gardens, FL",, 1.3 Pts,1.6 Reb,0.1 Ast
11,De Andre' Austin,,,G,5-9,155,,, 1.5 Pts,1.0 Reb,0.2 Ast
12,Ethan Good,30,,G,6-1,180,"Wapakoneta, OH",Wapakoneta High School, 0.0 Pts,0.0 Reb,0.2 Ast
13,Matiss Kulackovskis,33,,F,6-9,210,,,,,
