,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tayler Persons,2,JR,G,6-3,230,"Kokomo, IN",Kokomo HS, 15.0 Pts,3.3 Reb,4.3 Ast
1,Tahjai Teague,25,SO,F,6-8,195,"Indianapolis, IN",Pike High School, 12.1 Pts,7.5 Reb,1.2 Ast
2,Trey Moses,24,JR,C,6-9,245,"Louisville, KY",Eastern, 11.3 Pts,8.2 Reb,2.1 Ast
3,Kyle Mallers,14,SO,F,6-7,225,"Fort Wayne, IN",Carroll High School, 9.6 Pts,4.9 Reb,1.3 Ast
4,Sean Sellers,34,SR,G,6-6,195,"Greensburg, IN",Greensburg, 8.3 Pts,4.3 Reb,1.2 Ast
5,Ishmael El-Amin,5,FR,G,6-1,172,"Minnetonka, MN",, 4.9 Pts,2.0 Reb,1.5 Ast
6,Zach Gunn,15,FR,F,6-6,220,"Fishers, IN",, 5.0 Pts,2.8 Reb,0.7 Ast
7,Jontrell Walker,1,JR,G,6-1,188,"Aurora, IL",West Aurora HS, 7.9 Pts,1.3 Reb,2.1 Ast
8,Jeremie Tyler,22,SR,G,6-2,160,"Indianapolis, IN",Arsenal Tech, 7.1 Pts,1.5 Reb,0.9 Ast
9,Francis Kiapway,0,SR,G,6-3,190,Canada,St. Thomas More (CT), 3.5 Pts,1.2 Reb,0.7 Ast
10,Josh Thompson,3,SO,G,6-1,185,"Indianapolis, IN",Lawrence North HS, 1.8 Pts,0.6 Reb,0.3 Ast
11,Tyler Leedy,11,FR,G,6-0,146,"Zionsville, IN",, 0.5 Pts,0.0 Reb,0.3 Ast
12,Blake Huggins,44,,C,6-10,241,,, 0.0 Pts,0.0 Reb,0.0 Ast
13,Brachen Hazen,12,,F,6-8,215,"Fort Wayne, IN",Columbia City High School,,,
14,K.J. Walton,20,,G,6-3,202,"Indianapolis, IN",Brownsburg HS,,,
