,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Fletcher Magee,3,JR,G,6-4,195,"Orlando, FL",The First Academy, 21.6 Pts,3.0 Reb,1.7 Ast
1,Nathan Hoover,10,SO,G,6-4,180,"Memphis, TN",Arlington High School, 10.8 Pts,2.6 Reb,1.4 Ast
2,Cameron Jackson,33,JR,F,6-7,255,"Winchester, VA",John Handley HS, 11.6 Pts,5.8 Reb,1.4 Ast
3,Trevor Stumpe,15,SO,G,6-5,195,"Plainfield, IL",Plainfield North HS, 10.9 Pts,4.1 Reb,2.1 Ast
4,Storm Murphy,5,FR,G,5-11,180,"Middleton, WI",, 6.3 Pts,2.2 Reb,3.8 Ast
5,Matthew Pegram,50,JR,C,6-10,250,"Mount Pleasant, SC",Wando HS, 5.4 Pts,3.2 Reb,0.8 Ast
6,Derrick Brooks,1,SR,G,6-2,190,"Hinesville, GA",Bartow HS, 3.6 Pts,4.4 Reb,1.3 Ast
7,Tray Hollowell,21,FR,G,6-2,185,"Hopkinsville, KY",, 3.2 Pts,0.9 Reb,0.8 Ast
8,Keve Aluma,24,FR,F,6-9,225,"Berlin, MD",, 2.5 Pts,3.3 Reb,0.6 Ast
9,Donovan Theme-Love,31,SO,G,6-1,185,"Providence, RI",New Hampton School, 2.0 Pts,1.5 Reb,1.8 Ast
10,Dishon Lowery,12,SO,F,6-6,240,"Peachtree City, GA",McIntosh HIgh School, 1.8 Pts,1.3 Reb,0.3 Ast
11,Bobby Perez,11,JR,G,5-11,155,"Atlanta, GA",Marist HS, 1.4 Pts,0.0 Reb,0.5 Ast
12,Michael Manning Jr.,2,FR,C,6-8,195,"Memphis, TN",, 0.5 Pts,0.8 Reb,0.2 Ast
13,Chevez Goodwin,0,,F,6-9,210,"Columbia, SC",Hamnond School,,,
14,Grayson Hickert,34,,F,6-7,210,,,,,
