,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Delano Spencer,1,SR,G,6-3,195,"Atlanta, GA",Oldsmar Christian Academy, 15.5 Pts,3.1 Reb,1.3 Ast
1,Christian Mekowulu,21,JR,F,6-9,230,Nigeria,Covenant Christian HS, 12.7 Pts,7.9 Reb,0.9 Ast
2,Kamar McKnight,2,SO,G,6-4,205,"Toronto, CA",, 8.5 Pts,2.4 Reb,1.6 Ast
3,Ken'Darrius Hamilton,4,,F,6-9,275,"Montgomery, AL",Robert E. Lee High School, 8.5 Pts,4.2 Reb,0.8 Ast
4,Armani Chaney,0,JR,G,5-10,162,"Chicago, IL",St. Rita of Cascia HIgh School, 7.8 Pts,3.1 Reb,3.7 Ast
5,Darreon Reddick,14,SR,G,6-4,195,"Belleville, IL",Belleville East HS, 7.4 Pts,3.0 Reb,1.7 Ast
6,Stokley Chaffee,30,JR,F,6-5,200,"Oakland, CA",Amador Valley HS, 3.1 Pts,3.9 Reb,0.3 Ast
7,Daniel Cummings,22,FR,G,6-5,220,Canada,, 1.5 Pts,1.0 Reb,0.2 Ast
8,Jalen Duke,34,SO,G,6-5,213,"Nashville, TN",Martin Luther King Magnet, 1.7 Pts,0.5 Reb,0.1 Ast
9,Tripp Davis,10,,G,6-3,175,,, 0.9 Pts,1.2 Reb,0.6 Ast
10,Hampus Ahlin,12,JR,F,6-6,215,Sweden,, 1.5 Pts,0.8 Reb,0.1 Ast
11,A.C. Reid,11,SR,G,6-5,190,"Spring Branch, TX",Smithson Valley HS, 1.2 Pts,0.7 Reb,0.4 Ast
12,Samson Oyediran,13,JR,F,6-7,220,United Kingdom,Preston's College (London), 0.4 Pts,1.1 Reb,0.2 Ast
13,Donte Fitzpatrick-Dorsey,3,,G,6-4,191,"Memphis, TN",Southwind High School,,,
14,DaJion Henderson,23,,F,6-7,275,,,,,
15,David Morris,5,,G,6-1,175,,,,,
