,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,TJ Shorts II,,JR,G,5-9,160,"Tustin, CA",, 15.1 Pts,3.7 Reb,4.3 Ast
1,Siler Schneider,5,JR,G,6-3,183,"Lansing, KS",Lansing HS, 14.0 Pts,3.1 Reb,2.2 Ast
2,Chima Moneke,11,SR,F,6-6,216,Australia,Lake Ginniderra High School, 18.4 Pts,9.5 Reb,1.0 Ast
3,A.J. John,25,JR,F,6-8,215,"Santa Rosa, CA",Maria Carrillo HS, 7.8 Pts,4.0 Reb,0.4 Ast
4,Joe Mooney,22,SO,G,6-3,173,"Wauconda, IL",Notre Dame College Prep HS, 6.6 Pts,1.5 Reb,0.9 Ast
5,Michael Onyebalu,31,SR,G,6-3,190,"Inglewood, CA",Warren, 5.7 Pts,3.8 Reb,1.0 Ast
6,Garrison Goode,44,JR,F,6-7,220,"River Hills, WI",Dominican HS, 4.7 Pts,3.7 Reb,0.7 Ast
7,Arell Hennings,4,SR,G,5-8,150,"Seattle, WA",Benjamin Franklin High School, 3.2 Pts,0.7 Reb,1.4 Ast
8,Rogers Printup,23,SO,G,6-4,205,"Orange, CA",Orange Lutheran HS, 4.0 Pts,1.3 Reb,0.3 Ast
9,Colin Russell,21,JR,F,6-8,220,"Folsom, CA",Folsom HS, 1.7 Pts,1.7 Reb,0.2 Ast
10,Delveion Jackson,24,FR,G,6-6,210,"Boise, ID",, 1.3 Pts,1.8 Reb,0.8 Ast
11,Logan Strom,32,FR,F,6-8,240,"Norfolk, NE",, 0.0 Pts,0.0 Reb,0.0 Ast
12,Stefan Gonzalez,2,,G,6-2,195,"Pocatello, ID",Highland HS,,,
13,Gio Nelson,3,,G,6-4,186,,,,,
14,Matt Neufeld,13,,C,6-11,225,Canada,Sunrise Christian (KS),,,
15,Jonah Underwood,42,,F,6-8,220,,,,,
