,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Darnell Edge,1,JR,G,6-1,175,"Saugerties, NY",Saugerties HS, 14.5 Pts,2.9 Reb,2.4 Ast
1,Mike Holloway,34,JR,F,6-7,245,"Pittsgrove, NJ",Arthur P. Schalick HS, 13.4 Pts,7.0 Reb,1.2 Ast
2,Jahlil Jenkins,3,FR,G,5-10,160,"Shenandoah Junction, WV",, 12.0 Pts,2.7 Reb,4.4 Ast
3,Noah Morgan,5,FR,F,6-5,190,"Mount Vernon, NY",, 11.0 Pts,4.9 Reb,1.4 Ast
4,Kaleb Bishop,12,SO,F,6-8,195,"Paterson, NJ",St. Anthony High School, 8.8 Pts,6.3 Reb,0.6 Ast
5,Darian Anderson,2,SR,G,6-1,170,"Washington, DC",St. John's College HS, 14.1 Pts,3.6 Reb,3.4 Ast
6,Elyjah Williams,14,FR,F,6-7,220,"Evanston, IL",, 4.0 Pts,3.8 Reb,0.9 Ast
7,Pat McNamara,10,SO,G,6-5,190,"Arlington Heights, IL",St. Viator HS, 2.1 Pts,0.9 Reb,0.5 Ast
8,Nadi Beciri,24,JR,F,6-7,235,"Maywood, NJ",Bergen Catholic High School, 1.5 Pts,1.7 Reb,0.3 Ast
9,Mike Schroback,13,SR,G,5-10,175,"Hasbrouck Heights, NJ",Hasbrouck Heights HS, 0.9 Pts,0.2 Reb,0.3 Ast
10,Malik Miller,35,JR,C,6-9,215,"Troy, NY",Catholic Central HS, 0.8 Pts,0.9 Reb,0.1 Ast
11,Dondre Rhoden,20,JR,F,6-6,230,"Ridgefield Park, NJ",Putnam Science Academy, 0.9 Pts,0.7 Reb,0.1 Ast
12,Tyler Jones,0,FR,G,5-11,165,"Lawrenceville, NJ",, 0.6 Pts,0.3 Reb,0.2 Ast
13,Brian Fabre,,,G,5-10,160,,, 0.3 Pts,0.2 Reb,0.0 Ast
14,Xzavier Malone,23,,G,6-4,172,"Philadelphia, PA",Plymouth Whitemarsh High School,,,
