,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Brandon Goodwin,0,SR,G,6-0,180,"Norcross, GA",Norcross, 18.6 Pts,5.5 Reb,4.8 Ast
1,Zach Johnson,5,JR,G,6-2,195,"Miami, FL",Norland HS, 15.9 Pts,3.3 Reb,3.0 Ast
2,Christian Terrell,11,SR,G,6-4,180,"Jacksonville, FL",Providence HS, 12.0 Pts,5.0 Reb,3.0 Ast
3,Dinero Mercurius,31,JR,G,6-3,188,"Orlando, FL",Faith Baptist Christian, 8.0 Pts,1.8 Reb,0.7 Ast
4,Antravious Simmons,32,SR,F,6-9,250,"Miami, FL",South Miami, 7.1 Pts,5.0 Reb,1.0 Ast
5,RaySean Scott Jr.,13,SO,F,6-7,213,"Compton, CA",Compton High school, 6.8 Pts,4.6 Reb,0.6 Ast
6,Michael Gilmore,24,,F,6-9,205,"Jacksonville, FL",Rickards HS, 6.6 Pts,5.6 Reb,0.9 Ast
7,Christian Carlyle,23,SO,G,6-6,210,"Jacksonville, FL",Bishop Kenny High School, 5.3 Pts,2.5 Reb,1.2 Ast
8,Ricky Doyle,15,JR,F,6-9,245,"Cape Coral, FL",Bishop Verot HS, 5.1 Pts,3.4 Reb,0.8 Ast
9,Brady Ernst,21,SO,F,6-9,215,"Clinton, IA",Clinton HS, 2.1 Pts,2.2 Reb,0.3 Ast
10,Brian Thomas,30,FR,F,6-9,240,"Marietta, GA",, 2.9 Pts,2.8 Reb,0.1 Ast
11,Darnell Rogers,3,FR,G,5-2,150,"Baltimore, MD",, 0.9 Pts,0.3 Reb,0.4 Ast
12,Joshua Ko,2,SR,G,6-1,150,"Kailua, HI",Kalaheo, 0.7 Pts,0.6 Reb,0.0 Ast
13,Ryan McAdoo,20,FR,G,6-5,190,"Boca Raton, FL",, 0.4 Pts,0.2 Reb,0.0 Ast
14,Dolan Mahoney,33,JR,G,6-2,185,"Bradenton, FL",IMG Academy, 0.3 Pts,0.2 Reb,0.1 Ast
15,Troy Baxter Jr.,1,,F,6-8,200,"Tallahassee, FL",Oldsmar Christian Academy,,,
16,Kyle Hoffman,10,,G,5-9,140,,,,,
17,Mark Matthews,12,,G,6-6,215,,Fort Myers HS,,,
18,Ryan Rocuant,55,,C,6-10,220,,,,,
