,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jaylen Nowell,5,FR,G,6-4,200,"Seattle, WA",, 15.8 Pts,4.0 Reb,2.7 Ast
1,Noah Dickerson,15,JR,F,6-8,225,"Atlanta, GA",Montverde Academy (FL), 15.4 Pts,8.4 Reb,0.8 Ast
2,David Crisp,1,JR,G,6-0,185,"Tacoma, WA",Brewster Academy, 11.7 Pts,2.7 Reb,3.1 Ast
3,Matisse Thybulle,4,JR,G,6-5,190,"Issaquah, WA",Eastside Catholic HS, 10.9 Pts,2.8 Reb,2.5 Ast
4,Dominic Green,22,JR,F,6-6,185,"Renton, WA",Hazen HS, 5.5 Pts,2.0 Reb,0.6 Ast
5,Nahziah Carter,11,FR,F,6-6,205,"Rochester, NY",, 4.9 Pts,1.7 Reb,0.5 Ast
6,Sam Timmins,33,SO,F,6-10,275,New Zealand,Midleton Grange School, 4.3 Pts,4.8 Reb,0.3 Ast
7,Hameir Wright,13,FR,F,6-9,215,"Albany, NY",, 2.7 Pts,2.8 Reb,0.7 Ast
8,Carlos Johnson,23,SO,G,6-4,235,"Centralia, IL",Findlay College Prep, 3.8 Pts,1.4 Reb,0.2 Ast
9,Michael Carter III,14,FR,G,6-4,190,"Seattle, WA",, 1.4 Pts,0.6 Reb,0.4 Ast
10,Dan Kingma,2,SR,G,5-10,155,"Mill Creek, WA",Jackson HS, 1.3 Pts,0.3 Reb,0.5 Ast
11,Greg Bowman,32,SR,F,6-5,200,"Mountlake Terrace, WA",Mountlake Terrace, 1.3 Pts,1.2 Reb,0.0 Ast
12,Jason Crandall,12,SO,G,6-0,180,"Issaquah, WA",, 1.7 Pts,0.7 Reb,0.3 Ast
13,Bitumba Baruti,0,,G,6-6,210,,Mountain Mission HIgh School,,,
14,Devenir Duruisseau,24,,F,6-8,245,"Palmdale, CA",Fishburne Military Academy,,,
