,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Stuckey Mosley,3,JR,G,6-3,180,"Orlando, FL",Timber Creek, 18.4 Pts,4.5 Reb,2.1 Ast
1,Matt Lewis,1,FR,G,6-5,180,"Arlington, VA",, 14.5 Pts,3.7 Reb,2.3 Ast
2,Darius Banks,5,FR,G,6-5,225,"Saint Petersburg, FL",, 10.2 Pts,4.2 Reb,1.8 Ast
3,Develle Phillips,12,JR,F,6-9,210,"Bowie, MD",Clinton Christian HS, 8.8 Pts,6.3 Reb,0.9 Ast
4,Joey McLean,4,SR,G,6-0,160,"Greensboro, NC",High Point Christian HS, 8.2 Pts,1.6 Reb,2.1 Ast
5,Ramone Snowden,23,SR,F,6-5,210,"Virginia Beach, VA",Kellam, 6.3 Pts,3.9 Reb,2.6 Ast
6,Zach Jacobs,11,FR,F,6-8,220,"Richmond, VA",, 3.0 Pts,3.1 Reb,0.3 Ast
7,Dwight Wilson,24,FR,F,6-7,260,"Tallahassee, FL",, 3.0 Pts,3.4 Reb,0.0 Ast
8,Greg Jones,10,FR,F,6-7,220,"Richmond, VA",, 1.8 Pts,2.3 Reb,0.1 Ast
9,Gerron Scissum,22,SO,F,6-7,210,"Huntsville, AL",Lee-Huntsville HS, 2.4 Pts,2.4 Reb,0.4 Ast
10,Cameron Smith,21,SR,F,6-7,210,"Tallahassee, FL",Leon High School, 2.2 Pts,2.0 Reb,0.7 Ast
11,Antanee Pinkard,2,SO,G,6-4,195,"Lancaster, PA",, 1.3 Pts,1.1 Reb,0.3 Ast
12,Alex Schulz,33,FR,F,6-11,265,"Herndon, VA",, 1.0 Pts,3.0 Reb,0.0 Ast
