,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Justin Tillman,4,SR,F,6-7,190,"Detroit, MI",Pershing HS, 18.9 Pts,9.9 Reb,0.5 Ast
1,De'Riante Jenkins,0,,G,6-5,185,"Eutawville, SC",West Oak Academy, 12.9 Pts,3.7 Reb,2.5 Ast
2,Jonathan Williams,10,SR,G,6-0,175,"Richmond, VA",St. Benedict's Prep HS, 9.3 Pts,2.5 Reb,5.7 Ast
3,Issac Vann,11,SO,F,6-6,190,"Bridgeport, CT",Bunnell High School, 9.8 Pts,3.8 Reb,1.3 Ast
4,Khris Lane,21,SR,F,6-6,215,"Richmond, VA",Benedictine, 6.9 Pts,3.8 Reb,0.6 Ast
5,Mike'l Simms,1,,G,6-5,220,,, 5.7 Pts,2.1 Reb,1.1 Ast
6,Malik Crowfield,13,SO,G,6-4,180,"Laplace, LA",Riverside Academy, 5.8 Pts,1.3 Reb,1.5 Ast
7,Sean Mobley,5,FR,F,6-8,240,"Cocoa Beach, FL",, 4.5 Pts,3.0 Reb,1.7 Ast
8,Marcus Santos-Silva,14,FR,F,6-7,255,"Taunton, MA",, 3.1 Pts,3.0 Reb,0.3 Ast
9,Tyler Maye,25,FR,G,6-1,175,"Farmville, NC",, 1.4 Pts,0.5 Reb,0.5 Ast
10,Xavier Jackson,15,JR,G,6-3,190,"Hinesville, GA",, 1.3 Pts,0.9 Reb,0.5 Ast
11,Lewis Djonkam,22,FR,F,6-9,245,"Springfield, VA",, 0.7 Pts,0.4 Reb,0.1 Ast
12,Dylan Sheehy-Guiseppi,12,FR,G,6-1,195,"Lake Havasu City, AZ",, 0.0 Pts,0.0 Reb,0.8 Ast
13,Marcus Evans,2,,G,6-2,190,"Chesapeake, VA",Cape Henry Collegiate School (VA),,,
