,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Justin Wright-Foreman,3,JR,G,6-1,181,"Laurelton, NY",High School for Construction Trades, 24.4 Pts,3.3 Reb,3.2 Ast
1,Eli Pemberton,5,SO,G,6-4,190,"Middletown, CT",Cheshire Academy, 15.9 Pts,4.8 Reb,2.2 Ast
2,Rokas Gustys,11,SR,F,6-9,260,Lithuania,Oak Hill Academy (VA), 10.5 Pts,12.0 Reb,1.3 Ast
3,Jalen Ray,20,FR,G,6-2,175,"Hampton, VA",, 6.9 Pts,1.4 Reb,1.2 Ast
4,Desure Buie,4,JR,G,6-1,155,"Bronx, NY",Wings Academy, 6.4 Pts,1.5 Reb,3.3 Ast
5,Kenny Wormley,2,JR,G,6-4,179,"Landover, MD",, 4.0 Pts,1.3 Reb,1.3 Ast
6,Hunter Sabety,33,SR,F,6-8,250,"Oceanside, NY",Oceanside High School, 3.6 Pts,2.6 Reb,0.4 Ast
7,Stafford Trueheart,15,SO,F,6-8,195,"Lancaster, NY",Canisius High School, 3.8 Pts,2.6 Reb,0.1 Ast
8,Joel Angus III,12,SR,F,6-7,215,"Brooklyn, NY",Putnam Science Academy, 4.9 Pts,3.7 Reb,0.4 Ast
9,Matija Radovic,1,FR,F,6-7,205,Serbia,, 2.2 Pts,1.8 Reb,0.3 Ast
10,Connor Klementowicz,23,SO,G,6-3,195,"Freehold, NJ",Gill St. Bernard's School, 0.4 Pts,0.1 Reb,0.1 Ast
11,Tareq Coburn,0,,G,6-5,200,"Rosedale, NY",Benjamin N. Cardozo High School,,,
12,Kevin Schutte,14,,F,6-9,215,,,,,
