,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Otis Livingston II,4,JR,G,5-11,160,"Linden, NJ",Linden HS, 17.3 Pts,3.2 Reb,4.3 Ast
1,Jaire Grayer,5,JR,G,6-4,187,"Flint, MI",IMG Academy, 12.3 Pts,7.3 Reb,1.3 Ast
2,Justin Kier,1,SO,G,6-4,182,"Penn Laird, VA",Spotswood High School, 11.0 Pts,4.6 Reb,2.3 Ast
3,Goanar Mar,0,FR,F,6-7,195,"Mankato, MN",, 10.9 Pts,4.4 Reb,0.8 Ast
4,Ian Boyd,32,SO,G,6-3,215,"Apex, NC",Apex High School, 7.7 Pts,4.3 Reb,1.2 Ast
5,Greg Calixte,33,FR,F,6-8,230,"Mount Vernon, NY",, 4.9 Pts,4.3 Reb,0.4 Ast
6,Javon Greene,23,FR,G,6-1,174,"Mcdonough, GA",, 4.5 Pts,2.8 Reb,0.9 Ast
7,A.J. Wilson,12,,F,6-6,189,"Lanham, MD",, 3.7 Pts,2.9 Reb,0.1 Ast
8,Jack Tempchin,21,,G,5-9,155,,, 1.0 Pts,0.5 Reb,0.3 Ast
9,Nick Diclementi,24,,G,6-6,198,,, 0.0 Pts,0.5 Reb,0.0 Ast
10,Zach Garrett,2,,G,6-4,202,,, 0.0 Pts,0.0 Reb,0.0 Ast
11,Jarred Reuter,31,,F,6-7,260,"Marion, MA",Brewster Academy (NH),,,
