,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Juwan Morgan,13,JR,F,6-7,205,"Waynesville, MO",Waynesville HS, 16.5 Pts,7.4 Reb,1.5 Ast
1,Robert Johnson,4,SR,G,6-3,195,"Richmond, VA",Benedictine College Prep, 14.0 Pts,4.5 Reb,2.7 Ast
2,Devonte Green,11,SO,G,6-3,186,"North Babylon, NY",Long Island Lutheran High School, 7.6 Pts,1.9 Reb,2.5 Ast
3,Josh Newkirk,2,SR,G,6-1,185,"Raleigh, NC",Word of God Academy, 7.1 Pts,2.1 Reb,2.8 Ast
4,Justin Smith,3,FR,F,6-7,220,"Buffalo Grove, IL",, 6.5 Pts,3.2 Reb,0.2 Ast
5,Aljami Durham,1,FR,G,6-4,175,"Lilburn, GA",, 4.8 Pts,1.9 Reb,1.3 Ast
6,De'Ron Davis,20,,F,6-10,240,"Aurora, CO",Overland High School, 9.6 Pts,4.3 Reb,1.1 Ast
7,Freddie McSwain,21,SR,F,6-6,215,"Hinesville, GA",Liberty County High School, 4.2 Pts,4.5 Reb,0.5 Ast
8,Collin Hartman,30,SR,F,6-6,210,"Indianapolis, IN",Cathedral HS, 4.2 Pts,2.7 Reb,1.0 Ast
9,Zach McRoberts,15,JR,G,6-6,201,"Carmel, IN",Carmel, 2.8 Pts,3.4 Reb,1.2 Ast
10,Curtis Jones,0,SO,G,6-4,175,"Richmond, VA",Huntington Prep, 3.0 Pts,1.3 Reb,0.4 Ast
11,Clifton Moore,22,FR,F,6-10,220,"Ambler, PA",, 0.7 Pts,0.9 Reb,0.2 Ast
12,Tim Priller,35,,F,6-9,220,"North Richland Hills, TX",Richland HS, 0.3 Pts,0.5 Reb,0.0 Ast
13,Johnny Jager,10,,G,6-0,180,"Bloomington, IN",, 0.0 Pts,0.0 Reb,0.3 Ast
14,Ethan Lasko,12,,G,6-2,171,,, 0.0 Pts,0.0 Reb,0.0 Ast
15,Quentin Taylor,5,,G,6-2,180,"Indianapolis, IN",Brebeuf HS (IN), 0.0 Pts,0.0 Reb,1.0 Ast
16,Vijay Blackmon,24,,G,6-2,175,,,,,
17,Race Thompson,25,,F,6-8,220,,,,,
