,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Brandon McCoy,44,FR,F,7-1,250,"Chicago, IL",, 16.9 Pts,10.3 Reb,0.5 Ast
1,Shakur Juiston,10,JR,F,6-7,225,"Newark, NJ",, 14.6 Pts,10.0 Reb,1.9 Ast
2,Jovan Mooring,30,SR,G,6-2,195,"Country Club Hills, IL",Hillcrest High School, 13.8 Pts,3.0 Reb,3.3 Ast
3,Jordan Johnson,24,SR,G,5-9,175,"Waukegan, IL",Delta, 13.6 Pts,2.8 Reb,6.0 Ast
4,Tervell Beck,14,FR,F,6-7,230,"Cleveland, OH",, 7.3 Pts,2.4 Reb,0.5 Ast
5,Kris Clyburn,1,JR,G,6-6,180,"Detroit, MI",Romulus HIgh School, 7.3 Pts,3.2 Reb,1.5 Ast
6,Amauri Hardy,3,FR,G,6-2,185,"Detroit, MI",, 5.0 Pts,1.5 Reb,1.6 Ast
7,Cheickna MBacke Diong,,FR,F,6-11,215,Senegal,, 2.1 Pts,2.6 Reb,0.2 Ast
8,Anthony Smith,2,JR,F,6-4,190,"Sacramento, CA",, 3.5 Pts,2.2 Reb,0.6 Ast
9,Cheickna Dembele,11,SO,F,6-11,235,Mali,Scotland Performance Institute, 1.6 Pts,1.3 Reb,0.4 Ast
10,Jay Green,0,FR,G,6-5,200,Australia,, 0.8 Pts,0.3 Reb,0.2 Ast
11,Nick Blair,20,,F,6-5,200,"Las Vegas, NV",Bishop Gorman HS,,,
12,Ben Coupet,13,,F,6-7,185,"Chicago, IL",Simeon Career Academy,,,
13,Cheikh Mbacke Diong,34,,F,6-11,215,,,,,
14,Noah Robotham,5,,G,6-1,170,,Bishop Gorman,,,
15,Djordjije Sljivancanin,12,,F,6-10,230,Serbia,IMG Academy,,,
