,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Christian Keeling,11,SO,G,6-3,175,"Augusta, GA",Laney High School, 17.6 Pts,5.2 Reb,2.0 Ast
1,Phlandrous Fleming Jr.,24,,G,6-4,195,,, 10.6 Pts,3.9 Reb,1.6 Ast
2,Travis McConico,1,JR,F,6-6,200,"Jacksonville, FL",, 10.2 Pts,4.1 Reb,1.1 Ast
3,Cortez Mitchell,2,SR,G,6-2,180,"Jackson, MS",Callaway High School, 9.1 Pts,3.4 Reb,2.0 Ast
4,Ty Jones,12,FR,F,6-6,215,"Pontotoc, MS",, 6.4 Pts,2.5 Reb,0.9 Ast
5,Javis Howard,23,SR,F,6-8,210,"Irmo, SC",Irmo HS, 5.5 Pts,4.1 Reb,0.5 Ast
6,Jordan Jones,13,SO,F,6-8,205,"Baltimore, MD",Baltimore Polytechnic Institute, 5.2 Pts,3.3 Reb,0.2 Ast
7,Deontaye Buskey,4,FR,G,6-1,160,"Daphne, AL",, 3.8 Pts,1.7 Reb,1.7 Ast
8,Jamaal David,0,FR,G,6-6,190,"Potomac, MD",, 3.7 Pts,2.6 Reb,1.2 Ast
9,Sean Price,30,FR,F,6-5,200,"Port Charlotte, FL",, 3.0 Pts,1.0 Reb,1.0 Ast
10,Jamar Martin,5,SR,F,6-5,215,Canada,Lincoln M. Alexander Secondary School, 1.5 Pts,1.7 Reb,0.7 Ast
11,Jamal Thomas,15,SR,G,6-3,200,Canada,Bill Crothers Secondary, 2.1 Pts,0.9 Reb,0.8 Ast
12,JC Cavin,33,SR,G,6-0,170,"Greenville, SC",, 1.9 Pts,0.0 Reb,0.4 Ast
13,Abdul Sarki,10,JR,F,6-9,230,Nigeria,, 2.8 Pts,2.7 Reb,0.0 Ast
14,Nathan Payne,21,FR,F,6-4,180,"Pickens, SC",, 1.0 Pts,1.6 Reb,0.0 Ast
15,Alex Stewart,20,FR,F,6-4,190,"Chapin, SC",, 0.0 Pts,0.0 Reb,0.0 Ast
