,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Xavier Cooks,12,SR,G,6-8,185,Australia,Australian Institute of Sport Centre of Excellence, 17.2 Pts,8.8 Reb,3.6 Ast
1,Anders Broman,10,SR,G,6-2,190,"Duluth, MN",Lakeview Christian Academy, 12.4 Pts,2.8 Reb,1.9 Ast
2,Bjorn Broman,13,JR,G,6-0,190,"Duluth, MN",Lakeview Christian Academy, 10.2 Pts,2.2 Reb,3.1 Ast
3,Josh Ferguson,25,SO,F,6-8,200,"Miami, FL",Naval Academy Preparatory School, 10.2 Pts,7.4 Reb,0.9 Ast
4,Adam Pickett,14,JR,G,6-1,195,"Staunton, VA",Stuart Hall HS, 9.3 Pts,3.0 Reb,1.8 Ast
5,Kyle Zunic,21,FR,F,6-2,177,Australia,, 6.8 Pts,1.3 Reb,1.3 Ast
6,Austin Awad,22,JR,F,6-6,200,"Melbourne, FL",, 4.3 Pts,2.0 Reb,0.2 Ast
7,Nych Smith,0,JR,G,5-11,160,"Memphis, TN",White Station HS, 7.1 Pts,1.6 Reb,2.1 Ast
8,Charles Falden,11,FR,G,6-3,190,"Richmond, VA",, 3.7 Pts,1.5 Reb,0.5 Ast
9,Jermaine Ukaegbu,15,JR,F,6-5,190,"Silver Spring, MD",, 2.5 Pts,3.4 Reb,0.5 Ast
10,Kellen Blake,3,SR,G,6-2,165,"Arlington, VA",Washington Lee HS, 1.2 Pts,0.3 Reb,0.1 Ast
11,Mitch Hill,4,SR,F,6-4,200,"Cincinnati, OH",Sycamore HS, 0.8 Pts,0.7 Reb,0.2 Ast
12,Tom Pupavac,2,FR,C,6-10,220,Australia,, 0.7 Pts,0.8 Reb,0.1 Ast
13,Freddy Poole,32,SR,F,6-7,240,"Columbia, SC",Dutch Fork HS, 0.8 Pts,0.3 Reb,0.1 Ast
14,Matt Erps,33,SR,G,5-11,180,"Spartanburg, SC",, 0.5 Pts,0.3 Reb,0.3 Ast
15,Raivis Scerbinskis,30,,F,6-8,215,Latvia,, 0.3 Pts,0.3 Reb,0.0 Ast
16,Joshua Davenport,42,,F,6-5,200,,Moeller,,,
17,Keondre Schumacher,1,,G,6-0,175,,,,,
