,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Luke Maye,32,JR,F,6-7,227,"Huntersville, NC",Hough HS, 17.2 Pts,10.1 Reb,2.4 Ast
1,Joel Berry,2,SR,G,6-0,195,"Apopka, FL",Lake Highland Prep, 17.1 Pts,3.5 Reb,3.3 Ast
2,Kenny Williams,24,JR,G,6-3,166,"Midlothian, VA",Bird HS, 11.4 Pts,3.7 Reb,2.5 Ast
3,Theo Pinson,1,SR,F,6-6,195,"Greensboro, NC",Wesleyan Christian Academy, 10.3 Pts,6.4 Reb,4.8 Ast
4,Cameron Johnson,13,,G,6-7,185,"Moon Township, PA",Our Lady of the Sacred Heart HS, 12.7 Pts,4.7 Reb,2.3 Ast
5,Sterling Manley,21,FR,F,6-11,240,"Reynoldsburg, OH",, 5.4 Pts,3.5 Reb,0.3 Ast
6,Garrison Brooks,15,FR,F,6-9,215,"Lafayette, AL",, 4.5 Pts,3.6 Reb,0.5 Ast
7,Andrew Platek,3,FR,G,6-3,195,"Guilderland, NY",, 2.1 Pts,1.1 Reb,0.5 Ast
8,Jalek Felton,5,FR,G,6-3,190,"West Columbia, SC",, 2.9 Pts,0.9 Reb,1.6 Ast
9,Brandon Robinson,4,SO,G,6-5,162,"Douglasville, GA",Douglas County High School, 1.8 Pts,1.4 Reb,0.7 Ast
10,Brandon Huffman,42,FR,F,6-10,250,"Goldsboro, NC",, 1.7 Pts,1.4 Reb,0.0 Ast
11,Seventh Woods,0,SO,G,6-2,180,"Columbia, SC",Hammond School, 1.1 Pts,0.7 Reb,1.1 Ast
12,Aaron Rohlman,25,SR,F,6-6,210,"Gastonia, NC",Hunter Huss High School, 0.3 Pts,0.4 Reb,0.1 Ast
13,Walker Miller,22,FR,F,6-10,220,"Greensboro, NC",, 0.3 Pts,0.4 Reb,0.2 Ast
14,Shea Rush,11,SO,F,6-6,200,"Fairway, KS",The Barstow School, 0.3 Pts,0.3 Reb,0.1 Ast
15,Kane Ma,,,G,6-0,175,,, 0.2 Pts,0.1 Reb,0.0 Ast
16,K.J. Smith,30,,G,6-2,180,"Thousand Oaks, CA",IMG Academy,,,
