,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Peyton Aldridge,23,SR,F,6-7,205,"Leavittsburg, OH",Labrae HS, 21.5 Pts,7.8 Reb,2.5 Ast
1,Kellan Grady,31,FR,G,6-5,195,"Boston, MA",, 18.0 Pts,3.3 Reb,1.9 Ast
2,Jon Axel Gudmundsson,3,SO,G,6-4,190,Iceland,Fj�lbrautask�li Su�urnesja, 13.0 Pts,6.1 Reb,5.1 Ast
3,KiShawn Pritchett,20,SO,G,6-6,220,"Mooresville, NC",Lake Norman HS, 5.9 Pts,2.2 Reb,3.4 Ast
4,Oskar Michelsen,15,SR,F,6-9,210,Finland,Makelanrinne Sports HS, 5.5 Pts,2.5 Reb,0.7 Ast
5,Will Magarity,22,SR,F,6-11,240,Sweden,Norrkoping BBK, 5.5 Pts,4.1 Reb,0.6 Ast
6,Rusty Reigel,32,SR,G,6-2,190,"Charlotte, NC",Charlotte Latin HS, 3.8 Pts,2.6 Reb,1.7 Ast
7,Carter Collins,24,FR,G,6-3,180,"Chapel Hill, NC",, 1.5 Pts,0.8 Reb,0.4 Ast
8,Jordan Watkins,3,SR,G,6-1,160,"Charlotte, NC",Providence Day, 1.8 Pts,0.6 Reb,0.5 Ast
9,Dusan Kovacevic,0,SO,F,6-10,230,Serbia,Rabun Gap-Nacoochee High School, 3.4 Pts,2.7 Reb,0.4 Ast
10,Malcolm Wynter,5,SO,G,5-10,150,"Greenlawn, NY",Harborfields High School, 0.6 Pts,0.1 Reb,0.0 Ast
11,Bates Jones,25,FR,F,6-8,200,"Charlotte, NC",, 0.2 Pts,0.9 Reb,0.4 Ast
12,Cal Freundlich,4,SO,G,6-2,160,"New York, NY",Friends Seminary, 0.2 Pts,0.4 Reb,0.0 Ast
13,Michael Brown,14,SO,G,5-10,165,"Gainesville, FL",St. Francis High School, 0.0 Pts,0.0 Reb,0.1 Ast
14,Nathan Ekwu,1,,F,6-7,245,Nigeria,Cardinal Hayes HS,,,
15,Luke Frampton,34,,G,6-5,200,,,,,
