,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Quinndary Weatherspoon,11,JR,G,6-4,190,"Canton, MS",Velma Jackson HS, 14.8 Pts,5.8 Reb,3.5 Ast
1,Nick Weatherspoon,0,FR,G,6-2,195,"Canton, MS",, 11.1 Pts,2.9 Reb,2.0 Ast
2,Aric Holman,35,JR,F,6-10,195,"Owensboro, KY",Owensboro HS, 10.5 Pts,6.6 Reb,0.7 Ast
3,Lamar Peters,1,SO,G,6-0,188,"New Orleans, LA",L.B. Landry High School, 10.1 Pts,2.3 Reb,4.0 Ast
4,Tyson Carter,23,SO,G,6-4,167,"Starkville, MS",Starkville High School, 8.4 Pts,1.8 Reb,1.3 Ast
5,Abdul Ado,24,FR,F,6-11,246,"Chattanooga, TN",, 7.6 Pts,6.5 Reb,0.3 Ast
6,Xavian Stapleton,3,JR,G,6-6,190,"Flora, MS",Madison Central, 6.0 Pts,2.5 Reb,0.6 Ast
7,Eli Wright,2,SO,G,6-4,203,"Owensboro, KY",Apollo High School, 3.3 Pts,2.2 Reb,0.9 Ast
8,E.J. Datcher,45,SO,C,6-9,240,"Vincent, AL",Vincent High School, 2.4 Pts,1.8 Reb,0.1 Ast
9,KeyShawn Feazell,22,FR,F,6-8,230,"Newhebron, MS",, 1.4 Pts,1.4 Reb,0.0 Ast
10,Nick Singleton,13,JR,G,6-5,195,"Decatur, GA",, 2.8 Pts,0.6 Reb,0.1 Ast
11,Schnider Herard,34,SO,C,6-10,250,"Plano, TX",Prestonwood Christian Academy, 1.0 Pts,2.1 Reb,0.0 Ast
12,Drew Davis,12,SR,G,5-10,172,"Atlanta, GA",Fort Walton Beach High School, 0.4 Pts,0.3 Reb,0.3 Ast
13,T.J. Gray,15,SO,G,5-9,160,"Columbus, MS",, 0.8 Pts,0.0 Reb,0.0 Ast
14,Tate Clayton,10,FR,G,6-2,170,"Tupelo, MS",, 0.0 Pts,0.0 Reb,0.0 Ast
15,Mitchell Storm,5,SO,F,6-7,202,"Madison, MS",, 0.0 Pts,0.9 Reb,0.0 Ast
