,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Torry Johnson,0,JR,G,6-3,165,"Chicago, IL",Morgan Park HS, 11.5 Pts,2.2 Reb,1.6 Ast
1,JoJo Anderson,4,SO,G,6-3,170,"Houston, TX",La Lumiere School, 11.1 Pts,1.8 Reb,2.2 Ast
2,Karl Harris,14,,G,6-5,170,"Hazel Crest, IL",, 8.2 Pts,2.2 Reb,0.7 Ast
3,Chris Bowling,32,SO,G,6-6,175,"Gilbert, AZ",Gilbert High School, 7.7 Pts,2.6 Reb,1.1 Ast
4,Gino Littles,3,SR,G,6-0,150,"Phoenix, AZ",Desert Mountain HS, 6.9 Pts,2.9 Reb,2.5 Ast
5,Corey Brown,2,JR,F,6-8,230,"Hollywood, FL",McArthur HS, 6.6 Pts,3.4 Reb,0.3 Ast
6,Isaiah Thomas,33,JR,F,6-9,230,"Oakland, CA",Bishop O'Dowd HS, 5.8 Pts,5.0 Reb,0.2 Ast
7,Brooks DeBisschop,22,SO,F,6-8,215,"West Linn, OR",West Linn High School, 5.2 Pts,7.4 Reb,1.1 Ast
8,Carlos Hines,1,,G,6-4,171,,, 3.7 Pts,1.1 Reb,0.6 Ast
9,Lenell Henry,23,FR,F,6-8,205,"Chicago, IL",, 3.5 Pts,2.8 Reb,0.2 Ast
10,Ruben Fuamba,55,JR,F,6-9,230,Democratic Republic of the Congo,, 1.4 Pts,3.2 Reb,0.1 Ast
11,Kye de Laveaga,12,JR,G,6-1,178,"Scottsdale, AZ",Westwind Prep, 1.0 Pts,0.2 Reb,0.2 Ast
12,Malcolm Allen,10,SR,G,6-1,175,"Las Vegas, NV",Centennial HS, 3.3 Pts,0.0 Reb,1.7 Ast
13,Omar Ndiaye,5,,G,6-1,160,"Santa Fe, NM",Monte Del Sol HS, 0.0 Pts,0.0 Reb,0.0 Ast
14,Luke Avdalovic,21,,G,6-4,185,,,,,
15,Nik Mains,15,,F,6-8,195,,,,,
16,Aziz Seck,35,,G,6-7,185,Senegal,Army and Navy Academy,,,
