,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jalen Henry,24,JR,F,6-8,220,"Springfield, IL",Springfield Southeast HS, 16.2 Pts,7.3 Reb,1.2 Ast
1,Daniel Kinchen,3,JR,G,6-3,155,"Atlanta, GA",, 11.4 Pts,1.7 Reb,2.3 Ast
2,Christian Ellis,13,FR,G,6-2,190,"Oakland, CA",Modesto Christian High School, 8.9 Pts,4.5 Reb,3.4 Ast
3,David McFarland,15,JR,G,6-4,180,"Edwards, MS",, 8.5 Pts,3.3 Reb,1.5 Ast
4,Keenan Simmons,45,JR,F,6-6,185,"Michigan City, IN",Michigan City HS, 6.4 Pts,5.2 Reb,0.3 Ast
5,Justin Benton,22,FR,G,6-4,170,"Memphis, TN",Huston High School, 6.5 Pts,2.1 Reb,2.7 Ast
6,Brandon Jackson,32,FR,F,6-7,205,"East Saint Louis, IL",Cardinal Ritter College Prep High School, 5.0 Pts,2.3 Reb,0.3 Ast
7,Jaylin McCoy,25,JR,G,5-11,180,"Montgomery, AL",, 5.1 Pts,0.8 Reb,0.8 Ast
8,D.J. Jackson,1,FR,F,6-5,190,"Moscow, TN",, 1.8 Pts,1.5 Reb,0.2 Ast
9,Julian Torres,34,SO,F,6-9,240,"Bolingbrook, IL",, 6.8 Pts,3.2 Reb,0.4 Ast
10,Kevion Stewart,5,FR,G,6-3,175,"Memphis, TN",, 1.7 Pts,1.1 Reb,0.5 Ast
11,Bill Awet,10,FR,F,6-8,200,"Sydney, FL",, 1.2 Pts,1.9 Reb,0.3 Ast
12,D'Quan Applewhite,2,,G,6-3,180,"Harvey, IL",Thornton Township High School, 1.5 Pts,0.5 Reb,0.0 Ast
