,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Vasa Pusica,4,JR,G,6-5,210,Serbia,Sunrise Christian Academy, 17.9 Pts,3.6 Reb,5.1 Ast
1,Shawn Occeus,1,SO,G,6-4,195,"Boynton Beach, FL",Grandview Prep, 10.8 Pts,2.5 Reb,1.8 Ast
2,Donnell Gresham Jr.,22,SO,G,6-1,195,"Maplewood, MN",Cretin-Derham Hall HS, 9.1 Pts,4.5 Reb,1.9 Ast
3,Bolden Brace,2,SO,G,6-6,221,"Santa Barbara, CA",Santa Barbara High School, 7.9 Pts,4.8 Reb,2.2 Ast
4,Tomas Murphy,33,FR,F,6-8,220,"Wakefield, RI",, 6.6 Pts,2.4 Reb,0.8 Ast
5,Anthony Green,30,JR,C,6-10,270,"Quincy, MA",Tilton School, 6.5 Pts,3.8 Reb,0.8 Ast
6,Devon Begley,20,SR,G,6-4,186,"Pearland, TX",Pearland HS, 6.3 Pts,3.1 Reb,1.5 Ast
7,Maxime Boursiquot,14,SO,G,6-5,211,Canada,Kent School, 6.3 Pts,3.8 Reb,1.3 Ast
8,Jeremy Miller,11,JR,F,6-10,232,"Milton, MA",New Hampton School, 2.5 Pts,1.9 Reb,0.4 Ast
9,Derrick Cook,0,FR,G,6-4,190,"Fairburn, GA",, 1.6 Pts,0.6 Reb,0.3 Ast
10,Myles Franklin,13,FR,G,6-4,170,"Brea, CA",, 0.9 Pts,0.4 Reb,0.2 Ast
11,Jason Strong,3,FR,F,6-8,195,"Coconut Creek, FL",, 0.0 Pts,0.2 Reb,0.2 Ast
12,Jordan Roland,12,,G,6-1,171,"Syracuse, NY",Westhill HS,,,
